ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Cell Cycle%WikiPathways_20190910%WP179%Homo sapiens	Cell Cycle%WikiPathways_20190910%WP179%Homo sapiens	45/678	122/12465	3.35924275033621e-26	8.10170310375203e-25	4.46512349064297e-25	25/472/545/891/595/902/8555/995/8318/8317/983/1017/1022/1026/1027/1032/1111/11200/1869/1874/2033/51343/1647/10459/4171/4172/4173/4174/4175/4176/4193/4609/5111/5347/5591/9232/5885/5934/9978/2810/8243/9126/7027/7029/7157	45
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE	45/678	124/12465	7.50310058646785e-26	1.77477186949143e-24	9.78136999531437e-25	25/472/545/891/595/902/8555/995/8318/8317/983/1017/1022/1026/1027/1032/1111/11200/1869/1874/2033/51343/1647/10459/4171/4172/4173/4174/4175/4176/4193/4609/5111/5347/5591/9232/5885/5934/9978/2810/8243/9126/7027/7029/7157	45
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	36/678	77/12465	1.73226286948449e-25	4.02015722540741e-24	2.21564506047272e-24	25/84142/322/472/29086/9577/580/9031/672/79184/11200/2138/2139/2140/2070/8924/10524/9656/4361/4683/7468/51588/5536/10111/165918/9025/6233/7341/7157/7158/7311/7314/7316/7334/7336/51720	36
REACTOME_DNA_REPLICATION	REACTOME_DNA_REPLICATION	45/678	127/12465	2.42113617856473e-25	5.51481018450855e-24	3.0393990233834e-24	8318/8317/1017/1763/1869/2237/51343/51659/84296/3978/55388/4171/4172/4173/4174/4175/4176/84515/5111/5422/5424/5425/10714/57804/5426/5427/54107/5716/10213/23198/9978/5981/5982/5983/5984/5985/6117/6118/6119/29935/6233/7979/7311/7314/7316	45
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	19/678	19/12465	7.42381387498445e-25	1.64776577186807e-23	9.08139629510516e-24	55666/5111/5429/25898/5981/5982/5983/5984/5985/6117/6118/6119/6233/83932/7311/7314/7316/7353/7415	19
REACTOME_MITOTIC_G1_G1_S_PHASES	REACTOME_MITOTIC_G1_G1_S_PHASES	48/678	149/12465	7.50202302639122e-25	1.64776577186807e-23	9.08139629510516e-24	25/207/891/595/902/8318/8317/983/1017/1022/1026/1027/1032/1859/1869/1874/26271/4067/55388/4171/4172/4173/4174/4175/4176/84515/4331/4609/5111/5422/5426/5427/54107/5716/10213/5934/6117/6118/6119/29935/6233/7979/7027/7029/7153/7311/7314/7316	48
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	20/678	21/12465	7.83904796392593e-25	1.66241879234981e-23	9.16215406310036e-24	328/2237/3978/5111/5423/5424/5425/10714/57804/5426/5427/54107/5981/5982/5983/5984/5985/6117/6118/6119	20
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	20/678	21/12465	7.83904796392593e-25	1.66241879234981e-23	9.16215406310036e-24	7832/995/23019/25904/55571/4848/4849/4850/57472/246175/29883/9337/9125/4869/5325/10769/1263/28984/85456/7157	20
REACTOME_EXTENSION_OF_TELOMERES	REACTOME_EXTENSION_OF_TELOMERES	23/678	30/12465	8.19715464131225e-24	1.70889834047696e-22	9.41831862445154e-23	1763/2237/3978/5111/5422/5424/5425/10714/57804/5426/5427/54107/5981/5982/5983/5984/5985/6117/6118/6119/8607/10856/55135	23
Integrated Breast Cancer Pathway%WikiPathways_20190910%WP1984%Homo sapiens	Integrated Breast Cancer Pathway%WikiPathways_20190910%WP1984%Homo sapiens	47/678	155/12465	4.40302069695349e-23	9.02619242875466e-22	4.97464092778605e-22	25/207/8846/472/545/6790/571/572/578/580/581/596/637/641/672/675/836/842/595/1017/1022/1111/11200/1869/1956/2033/2308/1647/28996/5594/4193/4361/4436/2956/4609/5058/5347/1263/5371/10111/5888/8438/23411/6794/7157/10600/7517	47
ATM Signaling Network in Development and Disease %WikiPathways_20190910%WP3878%Homo sapiens	ATM Signaling Network in Development and Disease %WikiPathways_20190910%WP3878%Homo sapiens	27/678	46/12465	6.83988250021184e-23	1.35694443149364e-21	7.47858120566456e-22	1386/472/23300/545/983/80254/1111/11200/64421/3150/8517/10524/9656/4361/4683/8493/5536/5591/10111/5932/55183/165918/9025/8243/6794/7158/10155	27
Integrated Cancer Pathway%WikiPathways_20190910%WP1971%Homo sapiens	Integrated Cancer Pathway%WikiPathways_20190910%WP1971%Homo sapiens	27/678	46/12465	6.83988250021184e-23	1.35694443149364e-21	7.47858120566456e-22	207/472/545/571/572/580/581/596/641/672/836/842/983/1017/1026/1027/1111/11200/1869/4193/4361/4436/2956/4609/5347/10111/7157	27
G1 to S cell cycle control%WikiPathways_20190910%WP45%Homo sapiens	G1 to S cell cycle control%WikiPathways_20190910%WP45%Homo sapiens	31/678	64/12465	1.05578531707366e-22	2.06129514285811e-21	1.13604969790383e-21	472/891/595/902/8318/983/1017/1022/1026/1027/1032/1869/1647/4171/4172/4173/4174/4175/4176/4193/4331/4609/5111/5426/5427/6117/6118/6119/7027/7029/7157	31
REACTOME_MRNA_CAPPING	REACTOME_MRNA_CAPPING	22/678	29/12465	1.19224969108498e-22	2.29135487505395e-21	1.26284342279396e-21	902/1022/2068/2071/2965/2966/2967/2968/404672/4331/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441	22
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	17/678	17/12465	2.63661032935966e-22	4.98927800786519e-21	2.74976040827145e-21	10459/5111/51426/51455/5980/5981/5982/5983/5984/5985/6117/6118/6119/6233/7311/7314/7316	17
REACTOME_FORMATION_OF_HIV_ELONGATION_COMPLEX_IN_THE_ABSENCE_OF_HIV_TAT	REACTOME_FORMATION_OF_HIV_ELONGATION_COMPLEX_IN_THE_ABSENCE_OF_HIV_TAT	27/678	48/12465	3.31244777037432e-22	6.17319811751578e-21	3.40225895394109e-21	902/8812/1022/1025/2068/2071/2965/2966/2967/2968/404672/4331/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/6749/11198/6917	27
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	20/678	24/12465	3.39706591474649e-22	6.23640458975848e-21	3.43709418554083e-21	1763/2237/3978/5111/5422/5424/5425/10714/57804/5426/5427/54107/5981/5982/5983/5984/5985/6117/6118/6119	20
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	17/678	18/12465	4.50788774555455e-21	8.15397342210603e-20	4.49393143674478e-20	6790/581/10498/891/995/983/1874/2033/1647/5111/3276/5934/2810/7027/7029/7157/25946	17
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	22/678	33/12465	1.20204318862198e-20	2.142772640587e-19	1.18095471162861e-19	902/1022/2068/2071/2965/2966/2967/2968/404672/4331/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441	22
REACTOME_SUMOYLATION	REACTOME_SUMOYLATION	48/678	187/12465	3.93856116328765e-20	6.92061461549116e-19	3.81418554760488e-19	6790/641/672/23468/57332/1069/1655/493861/2033/8924/3090/28996/3190/9641/8517/3622/9656/4193/9112/4869/197370/286053/56160/54780/11315/142/5111/51588/5371/5885/5893/165918/6117/8243/9126/23137/79677/6672/7341/6996/7153/10210/7157/7158/10155/7486/7508/7518	48
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	25/678	47/12465	7.59987735049128e-20	1.31659847057807e-18	7.25622092470924e-19	902/1022/2068/2071/2965/2966/2967/2968/404672/4331/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/6872/6880/51616	25
REACTOME_MISMATCH_REPAIR	REACTOME_MISMATCH_REPAIR	15/678	15/12465	9.31061244954427e-20	1.59056296013048e-18	8.766132189337e-19	9156/3978/4292/4436/4437/2956/5111/5395/5424/5425/10714/57804/6117/6118/6119	15
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	30/678	73/12465	1.8935603969006e-19	3.19051957285992e-18	1.75840359856379e-18	902/8812/1022/1025/2068/2071/2965/2966/2967/2968/404672/4331/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/6749/11198/6872/6880/51616/6917	30
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY	29/678	68/12465	2.1991453563234e-19	3.65533620037538e-18	2.01457981432755e-18	472/545/581/637/836/842/891/595/983/1017/1026/1111/11200/1643/1647/51512/4193/4194/55367/5366/8493/25898/50484/83667/2810/51246/7157/7161/64393	29
REACTOME_LAGGING_STRAND_SYNTHESIS	REACTOME_LAGGING_STRAND_SYNTHESIS	17/678	20/12465	2.5758511400201e-19	4.22439586963297e-18	2.32820790761115e-18	1763/2237/3978/5111/5422/5424/5425/10714/57804/5981/5982/5983/5984/5985/6117/6118/6119	17
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_ELONGATION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_ELONGATION	27/678	61/12465	1.19532418312912e-18	1.93453782269581e-17	1.06618943758331e-17	902/8812/1022/1025/2068/2071/2965/2966/2967/2968/404672/4331/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/6749/11198/6917	27
REACTOME_DEUBIQUITINATION	REACTOME_DEUBIQUITINATION	59/678	298/12465	1.68777848934608e-18	2.69606174272166e-17	1.4858911102377e-17	84142/86/79913/93973/324/4287/8313/29086/9577/580/672/79184/983/63967/1643/2033/4303/8517/54617/83444/125476/54891/283899/10445/4193/4194/4609/4798/55611/5423/5716/10213/23198/5886/5887/6233/8607/7979/51616/29844/7157/7189/7706/8295/7311/7314/7316/51377/7353/51720/9100/10600/57646/9960/55031/7874/7415/57599/7528	59
REACTOME_HIV_LIFE_CYCLE	REACTOME_HIV_LIFE_CYCLE	41/678	152/12465	3.27334197866707e-18	5.16180850482115e-17	2.84484781951632e-17	902/8812/1022/1025/2068/2071/2237/2965/2966/2967/2968/404672/3159/3978/3981/4331/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/6233/6749/11198/6872/6880/51616/6917/7311/7314/7316/7518/7520/2547	41
REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS	REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS	30/678	84/12465	2.07852030052506e-17	3.23617717676686e-16	1.78356705334862e-16	902/8812/1022/1025/2068/2071/2965/2966/2967/2968/404672/4331/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/6749/11198/6872/6880/51616/6917	30
Homologous recombination%WikiPathways_20190910%WP186%Homo sapiens	Homologous recombination%WikiPathways_20190910%WP186%Homo sapiens	13/678	13/12465	3.26912758448842e-17	4.96423077644537e-16	2.73595602912351e-16	472/675/4361/4683/5424/5425/10714/57804/10111/5888/5893/25788/6117	13
KEGG_NON_HOMOLOGOUS_END_JOINING	KEGG_NON_HOMOLOGOUS_END_JOINING	13/678	13/12465	3.26912758448842e-17	4.96423077644537e-16	2.73595602912351e-16	64421/1791/2237/3981/4361/79840/27343/27434/5591/10111/7518/7520/2547	13
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	28/678	77/12465	1.42647191091496e-16	2.13970786637244e-15	1.17926561056384e-15	641/672/57332/1069/493861/8924/9656/197370/286053/56160/54780/142/51588/5371/5885/5893/165918/6117/8243/9126/23137/79677/6672/7341/6996/7486/7508/7518	28
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	19/678	33/12465	2.95212859063547e-16	4.3748411644357e-15	2.41112341454565e-15	8318/8317/1017/55388/4171/4172/4173/4174/4175/4176/84515/5422/5426/5427/54107/6117/6118/6119/29935	19
Apoptosis%WikiPathways_20190910%WP254%Homo sapiens	Apoptosis%WikiPathways_20190910%WP254%Homo sapiens	29/678	86/12465	4.25613929268544e-16	6.23220396428939e-15	3.43477907830755e-15	207/572/578/581/596/598/10018/599/637/666/835/836/842/8738/8517/3661/3665/4170/4193/4609/5295/5366/7124/7132/7133/7157/8626/7161/331	29
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	36/678	134/12465	4.43211083914902e-16	6.41352509665094e-15	3.53471130701173e-15	672/867/8451/8450/1642/1643/1161/55120/26272/51343/8924/10075/4193/4734/51588/5371/27339/9978/25898/10273/7189/22954/9320/7317/55236/7319/7320/7323/7325/9246/7334/389898/148581/55284/51366/331	36
Eukaryotic Transcription Initiation%WikiPathways_20190910%WP405%Homo sapiens	Eukaryotic Transcription Initiation%WikiPathways_20190910%WP405%Homo sapiens	21/678	43/12465	7.01251438154538e-16	1.00295263829079e-14	5.52761231544091e-15	902/1022/2068/2071/2965/2966/728340/2967/2968/4331/5430/5431/5432/5434/5435/5436/5437/5438/5439/5440/6880	21
TP53 Network%WikiPathways_20190910%WP1742%Homo sapiens	TP53 Network%WikiPathways_20190910%WP1742%Homo sapiens	15/678	20/12465	1.11748643214462e-15	1.57989461096308e-14	8.70733529704941e-15	25/472/581/596/637/666/1026/1647/4193/4609/5366/7341/7157/8626/7161	15
REACTOME_DNA_REPLICATION_PRE_INITIATION	REACTOME_DNA_REPLICATION_PRE_INITIATION	28/678	85/12465	2.74496037772412e-15	3.83670598250076e-14	2.11453885556739e-14	8318/8317/1017/1869/55388/4171/4172/4173/4174/4175/4176/84515/5422/5426/5427/54107/5716/10213/23198/6117/6118/6119/29935/6233/7979/7311/7314/7316	28
REACTOME_HIV_INFECTION	REACTOME_HIV_INFECTION	47/678	234/12465	3.31016080852047e-15	4.57471662301143e-14	2.52128156201914e-14	902/8812/1022/1025/2068/2071/2237/2965/2966/2967/2968/404672/3159/3978/3981/4331/4869/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/5716/10213/23198/9978/6233/7979/6749/11198/6872/6880/51616/6917/7311/7314/7316/7518/7520/2547	47
REACTOME_MEIOSIS	REACTOME_MEIOSIS	32/678	117/12465	1.12232660770348e-14	1.53384636386143e-13	8.45354778200051e-14	65057/472/545/641/672/675/1017/11144/4292/27030/4361/4438/4439/4683/56979/5885/10111/5888/5889/5932/9985/6117/6118/6119/8243/9126/23626/6847/7014/54386/56158/56154	32
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	11/678	11/12465	1.14133899742288e-14	1.54268897453862e-13	8.50228240995184e-14	1763/2237/3978/5111/5424/5425/10714/57804/6117/6118/6119	11
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	14/678	19/12465	1.5728631283844e-14	2.10284961729654e-13	1.15895177880956e-13	472/11200/2033/133746/387893/4193/4194/6233/56950/7157/91875/7311/7314/7316	14
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	21/678	51/12465	5.04664840570238e-14	6.67459950431606e-13	3.67859827195511e-13	207/572/578/581/596/598/10018/637/836/842/1869/5594/5595/5366/2810/7027/7029/7157/8626/7161/331	21
REACTOME_TELOMERE_MAINTENANCE	REACTOME_TELOMERE_MAINTENANCE	26/678	82/12465	7.66324361502186e-14	1.00274357941244e-12	5.52646012102361e-13	65057/1763/2237/3978/5111/5422/5424/5425/10714/57804/5426/5427/54107/5981/5982/5983/5984/5985/6117/6118/6119/8607/10856/7014/54386/55135	26
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	10/678	10/12465	2.12805048097335e-13	2.75526535957602e-12	1.51852023240647e-12	2237/3980/4361/4683/142/10038/10721/10111/5932/7515	10
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	12/678	15/12465	2.38944701040052e-13	3.06147898207566e-12	1.68728495032668e-12	1763/2237/3978/5111/5422/5424/5425/10714/57804/6117/6118/6119	12
Chromosomal and microsatellite instability in colorectal cancer %WikiPathways_20190910%WP4216%Homo sapiens	Chromosomal and microsatellite instability in colorectal cancer %WikiPathways_20190910%WP4216%Homo sapiens	24/678	74/12465	4.01194288475557e-13	5.08730901881377e-12	2.80378862483189e-12	207/324/8313/572/578/581/596/10018/836/842/595/1026/1643/1647/5594/5595/4292/4436/4437/2956/4609/5366/51426/7157	24
REACTOME_CHROMOSOME_MAINTENANCE	REACTOME_CHROMOSOME_MAINTENANCE	29/678	109/12465	4.3631573337066e-13	5.47620767393787e-12	3.01812386993238e-12	65057/378708/201254/1763/2237/3978/4869/5111/5422/5424/5425/10714/57804/5426/5427/54107/5981/5982/5983/5984/5985/6117/6118/6119/8607/10856/7014/54386/55135	29
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	22/678	63/12465	6.94327355419372e-13	8.62649138551341e-12	4.75435212004333e-12	115004/1660/2033/3428/8517/3661/3665/4361/5434/5435/5437/5440/5441/5591/6233/11277/22954/7311/7314/7316/7520/2547	22
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	17/678	36/12465	8.53531252793802e-13	1.04703836726452e-11	5.77058372715749e-12	8812/1025/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/6749/11198/6917	17
Signaling Pathways in Glioblastoma%WikiPathways_20190910%WP2261%Homo sapiens	Signaling Pathways in Glioblastoma%WikiPathways_20190910%WP2261%Homo sapiens	25/678	83/12465	8.59763212144039e-13	1.04703836726452e-11	5.77058372715749e-12	207/472/672/675/867/595/1017/1026/1027/1869/1956/2033/2308/4303/2885/5608/5594/5595/4193/4194/2956/5295/5580/5582/7157	25
REACTOME_SIGNALING_BY_FGFR2	REACTOME_SIGNALING_BY_FGFR2	23/678	73/12465	2.47484039523801e-12	2.98436635896348e-11	1.6447855671138e-11	867/2255/2885/5594/5595/5295/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/5781/6233/7311/7314/7316	23
Apoptosis Modulation and Signaling%WikiPathways_20190910%WP1772%Homo sapiens	Apoptosis Modulation and Signaling%WikiPathways_20190910%WP1772%Homo sapiens	26/678	94/12465	2.69984903889245e-12	3.22409157071623e-11	1.77690626576059e-11	572/578/581/596/597/598/10017/10018/599/637/666/835/836/842/8738/27429/5595/4170/8682/55367/5366/7132/7133/7157/7189/331	26
REACTOME_SIGNALING_BY_FGFR	REACTOME_SIGNALING_BY_FGFR	25/678	87/12465	2.78909431319355e-12	3.29864038964237e-11	1.81799264949053e-11	867/2255/2885/5594/5595/5295/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/5781/6233/161742/200734/7311/7314/7316	25
REACTOME_LEADING_STRAND_SYNTHESIS	REACTOME_LEADING_STRAND_SYNTHESIS	11/678	14/12465	3.57230214474971e-12	4.18469679813537e-11	2.30632840222437e-11	5111/5422/5424/5425/10714/57804/5981/5982/5983/5984/5985	11
REACTOME_G1_PHASE	REACTOME_G1_PHASE	18/678	44/12465	3.77914855596726e-12	4.38523841871672e-11	2.41685369418363e-11	25/595/902/1022/1026/1027/1032/1869/1874/4067/4331/5934/6233/7027/7029/7311/7314/7316	18
REACTOME_REPRODUCTION	REACTOME_REPRODUCTION	32/678	143/12465	4.52801901872257e-12	5.20510597479324e-11	2.86871052440466e-11	65057/472/545/641/672/675/1017/11144/4292/27030/4361/4438/4439/4683/56979/5885/10111/5888/5889/5932/9985/6117/6118/6119/8243/9126/23626/6847/7014/54386/56158/56154	32
Photodynamic therapy-induced AP-1 survival signaling.%WikiPathways_20190910%WP3611%Homo sapiens	Photodynamic therapy-induced AP-1 survival signaling.%WikiPathways_20190910%WP3611%Homo sapiens	19/678	51/12465	6.90994526660241e-12	7.86965988696386e-11	4.33723660008963e-11	1386/578/581/596/598/10018/602/637/595/1026/1956/5608/6300/1432/4170/7124/7132/7157/7189	19
Regulation of Apoptosis by Parathyroid Hormone-related Protein%WikiPathways_20190910%WP3872%Homo sapiens	Regulation of Apoptosis by Parathyroid Hormone-related Protein%WikiPathways_20190910%WP3872%Homo sapiens	13/678	22/12465	1.02923133170696e-11	1.16142618165097e-10	6.40101378676273e-11	207/578/581/596/597/598/10017/83596/599/637/666/4170/4609	13
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	15/678	31/12465	1.23419266364324e-11	1.38005179661926e-10	7.60593373575358e-11	902/1022/2068/2071/2965/2966/2967/2968/404672/4331/5434/5435/5437/5440/5441	15
REACTOME_UNWINDING_OF_DNA	REACTOME_UNWINDING_OF_DNA	10/678	12/12465	1.27091461150471e-11	1.40831078572143e-10	7.76167861364656e-11	8318/51659/84296/4171/4172/4173/4174/4175/4176/84515	10
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	12/678	19/12465	2.16153030079908e-11	2.37382345534184e-10	1.30829465574681e-10	5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441	12
REACTOME_PROGRAMMED_CELL_DEATH	REACTOME_PROGRAMMED_CELL_DEATH	35/678	178/12465	2.28884471123609e-11	2.49139734054902e-10	1.37309361344764e-10	207/324/572/578/581/596/598/10018/637/836/842/63967/1869/3146/3148/5594/5595/4137/5366/5580/5716/10213/23198/6233/7979/2810/7027/7029/7157/8626/7161/7311/7314/7316/331	35
REACTOME_INFECTIOUS_DISEASE	REACTOME_INFECTIOUS_DISEASE	54/678	382/12465	8.0444065443912e-11	8.67949127157998e-10	4.78356215566753e-10	867/902/8812/1022/1025/2068/2071/2237/2885/2965/2966/2967/2968/404672/3159/9636/3978/3981/5608/4331/4869/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/5716/10213/23198/9978/6154/6233/51065/6188/7979/6749/11198/6872/6880/51616/6917/7311/7314/7316/7518/7520/2547	54
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	17/678	47/12465	1.54732923332616e-10	1.65496952781842e-09	9.12109863855423e-10	902/1022/2068/2071/2074/2965/2966/2967/2968/404672/4331/9112/5434/5435/5437/5440/5441	17
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	10/678	14/12465	1.74433068929149e-10	1.84959202399012e-09	1.01937292550247e-09	1820/1017/1026/1027/1869/144455/79733/57060/7157/25946	10
RAC1/PAK1/p38/MMP2 Pathway%WikiPathways_20190910%WP3303%Homo sapiens	RAC1/PAK1/p38/MMP2 Pathway%WikiPathways_20190910%WP3303%Homo sapiens	20/678	69/12465	3.62674992575382e-10	3.8127371014335e-09	2.10132879188975e-09	207/572/581/842/1956/2308/2885/8517/5594/6300/1432/5595/4436/4609/5058/5295/5781/5888/7157/10413	20
Endometrial cancer%WikiPathways_20190910%WP4155%Homo sapiens	Endometrial cancer%WikiPathways_20190910%WP4155%Homo sapiens	19/678	63/12465	4.71398013839939e-10	4.89814502126825e-09	2.69953392699765e-09	207/324/8313/572/578/581/842/595/1026/1643/1956/1647/2885/5594/5595/4609/5295/51426/7157	19
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	12/678	23/12465	4.73885575228392e-10	4.89814502126825e-09	2.69953392699765e-09	5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441	12
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3:SMAD4_HETEROTRIMER	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3:SMAD4_HETEROTRIMER	16/678	44/12465	4.9181779267731e-10	5.04113237494243e-09	2.77833910951042e-09	8812/1025/1874/4221/4609/142/54778/6233/6498/22938/7027/7029/7311/7314/7316/7323	16
REACTOME_CYCLIN_A:CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	REACTOME_CYCLIN_A:CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	22/678	85/12465	5.34419855081651e-10	5.38800345697074e-09	2.96951153298174e-09	207/595/902/1017/1022/1026/1027/1869/1874/51343/4331/4609/5716/10213/5934/6233/7979/7027/7029/7311/7314/7316	22
REACTOME_MEIOTIC_RECOMBINATION	REACTOME_MEIOTIC_RECOMBINATION	22/678	85/12465	5.34419855081651e-10	5.38800345697074e-09	2.96951153298174e-09	472/641/672/675/1017/11144/4292/27030/4361/4438/4439/4683/56979/10111/5888/5889/5932/6117/6118/6119/23626/56154	22
Hepatitis B infection%WikiPathways_20190910%WP4666%Homo sapiens	Hepatitis B infection%WikiPathways_20190910%WP4666%Homo sapiens	30/678	154/12465	7.90448287852795e-10	7.90448287852795e-09	4.356428732368e-09	207/1386/572/581/596/637/836/842/1026/1642/1643/2033/2885/9641/8517/3661/3665/5608/5594/6300/1432/5595/4609/4773/4776/5111/5295/5582/7124/7189	30
Non-small cell lung cancer%WikiPathways_20190910%WP4255%Homo sapiens	Non-small cell lung cancer%WikiPathways_20190910%WP4255%Homo sapiens	20/678	72/12465	8.38595417461802e-10	8.31832551191949e-09	4.58451145030052e-09	207/572/578/581/637/836/842/595/1026/1643/1869/1956/1647/2885/5594/5595/5295/51426/5582/7157	20
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	13/678	29/12465	9.84442688088153e-10	9.68691605078742e-09	5.33878813582122e-09	84944/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441	13
