ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	36/1559	75/12465	5.10770468109277e-14	5.84039611120814e-13	2.92557458684733e-13	207/208/8915/695/84433/2932/3265/3551/8517/3635/3725/3845/4067/10892/5594/5595/4776/4790/4792/5290/5291/5293/5294/5295/5533/5534/5579/5777/5894/5970/6654/6655/6850/7409/7410/10451	36
Apoptosis Modulation by HSP70%WikiPathways_20190910%WP384%Homo sapiens	Apoptosis Modulation by HSP70%WikiPathways_20190910%WP384%Homo sapiens	17/1559	19/12465	5.53705345735394e-14	6.28796892622797e-13	3.14977301935996e-13	9131/317/637/835/836/839/840/841/842/54205/8772/355/356/3303/4790/8737/7132	17
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	43/1559	102/12465	5.76572396772266e-14	6.50310907379875e-13	3.25754114610324e-13	207/84335/208/572/685/842/940/1026/1027/1385/1956/2065/2066/2099/2255/26281/2249/2253/2260/2263/2261/2308/2309/10818/2534/2931/2932/3082/8660/4254/3932/4193/2475/5159/5170/5290/5291/5293/5295/5728/6714/7249/7409	43
REACTOME_DEUBIQUITINATION	REACTOME_DEUBIQUITINATION	85/1559	298/12465	6.21927416262365e-14	6.9672679470473e-13	3.49004787646519e-13	324/367/408/409/8312/9577/580/8678/329/330/672/983/1540/2033/2099/23770/2625/3091/8517/90865/6885/4193/4194/79594/4609/4792/114548/10392/64127/8473/5423/5071/5716/10197/5728/51651/387/55288/8737/8767/6233/6478/6502/4088/10617/64426/6881/51616/29844/7040/7046/7048/7128/79155/7157/7186/7187/7189/7311/7314/7316/401447/100287144/100287178/100287205/100287238/100288520/100287327/100287364/100287404/377630/100287441/100287478/100287513/728369/645836/645402/392188/728386/57646/84132/55031/7415/7416/7417	85
REACTOME_SIGNALING_BY_ERBB4	REACTOME_SIGNALING_BY_ERBB4	31/1559	58/12465	6.78861303912917e-14	7.55404054958132e-13	3.78397434678412e-13	6868/51107/83464/348/685/6387/1956/2065/2066/2099/2561/2562/3265/83737/3845/23385/5290/5295/5663/5664/55851/6233/6285/6464/6654/6714/7311/7314/7316/51741/10413	31
p38 MAPK Signaling Pathway%WikiPathways_20190910%WP400%Homo sapiens	p38 MAPK Signaling Pathway%WikiPathways_20190910%WP400%Homo sapiens	23/1559	34/12465	1.06674045058447e-13	1.17910377804604e-12	5.9063734421835e-13	1386/998/1385/1616/1649/3265/3315/6416/5608/4217/6885/4293/1432/4149/4209/4609/8737/6464/6772/7042/7046/8717/7186	23
REACTOME_SIGNALING_BY_FGFR3	REACTOME_SIGNALING_BY_FGFR3	25/1559	40/12465	1.37536693721165e-13	1.51017111383902e-12	7.56475784914601e-13	673/867/26281/2249/2253/2261/10818/3265/3845/5594/5595/5290/5295/5335/5515/5516/5518/6233/6464/6654/10253/6714/7311/7314/7316	25
miRNA Regulation of DNA Damage Response%WikiPathways_20190910%WP1530%Homo sapiens	miRNA Regulation of DNA Damage Response%WikiPathways_20190910%WP1530%Homo sapiens	40/1559	93/12465	1.96115541823111e-13	2.13920768646525e-12	1.07157314749608e-12	25/317/472/581/27113/637/672/836/841/842/894/983/1019/1020/1026/1027/1111/11200/1385/54205/1869/355/1647/4616/10912/4193/4361/4609/4683/55367/5366/5371/5591/5883/5925/50484/2810/8795/7157/63970	40
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	14/1559	14/12465	2.17721718907891e-13	2.3593634637208e-12	1.18185370635243e-12	79370/604/332/1121/10397/64065/23368/5875/5876/7157/7159/9540/8626/7161	14
Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway%WikiPathways_20190910%WP2203%Homo sapiens	Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway%WikiPathways_20190910%WP2203%Homo sapiens	27/1559	47/12465	2.688713013609e-13	2.89473128348294e-12	1.45003046325188e-12	207/695/2534/3055/3559/3569/3575/3717/3932/4067/5594/1432/5595/5599/5601/2475/4609/4790/4792/5290/5970/6194/6714/6772/6774/6777/85480	27
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190910%WP3617%Homo sapiens	Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190910%WP3617%Homo sapiens	23/1559	35/12465	2.74391329478842e-13	2.93510209210271e-12	1.47025303197831e-12	597/599/329/330/332/959/8837/1437/112398/3383/3551/3552/3553/3558/3569/4318/4790/5743/5970/7124/7132/7189/7422	23
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	44/1559	110/12465	2.76630433632108e-13	2.94008499334638e-12	1.47274906974179e-12	207/208/685/940/1956/2065/2066/2099/2255/26281/2249/2253/2260/2263/2261/10818/2534/3082/8870/90865/3630/3654/8660/4254/3932/5594/5595/4615/5159/23239/5290/5291/5293/5295/5515/5516/5518/5519/5728/6714/117145/7189/57761/7409	44
Interleukin-11 Signaling Pathway%WikiPathways_20190910%WP2332%Homo sapiens	Interleukin-11 Signaling Pathway%WikiPathways_20190910%WP2332%Homo sapiens	26/1559	44/12465	2.96769916939091e-13	3.13404154321665e-12	1.56990589651319e-12	207/596/332/1385/2534/3265/3383/3551/3572/3717/5594/5595/5170/8554/5295/5524/5894/5970/6194/6195/6198/9021/6714/6772/6774/7040	26
Hippo-Merlin Signaling Dysregulation%WikiPathways_20190910%WP4541%Homo sapiens	Hippo-Merlin Signaling Dysregulation%WikiPathways_20190910%WP4541%Homo sapiens	47/1559	123/12465	3.19315880645069e-13	3.35079576018687e-12	1.67848254383051e-12	1490/960/1436/1495/1499/8451/3627/1642/1956/1969/2260/2263/2261/2322/2324/3265/3480/3672/3676/3678/3655/3684/3685/3688/3689/3791/3845/9113/26524/4609/4771/4804/4914/4915/5058/5062/5063/10298/57144/106821730/56924/5159/5499/5747/60485/6788/7010	47
TP53 Network%WikiPathways_20190910%WP1742%Homo sapiens	TP53 Network%WikiPathways_20190910%WP1742%Homo sapiens	17/1559	20/12465	3.25979465800964e-13	3.39920725973583e-12	1.70273286009242e-12	25/472/581/27113/596/637/666/1026/1029/1647/4193/4609/5366/8743/7157/8626/7161	17
Association Between Physico-Chemical Features and Toxicity Associated Pathways%WikiPathways_20190910%WP3680%Homo sapiens	Association Between Physico-Chemical Features and Toxicity Associated Pathways%WikiPathways_20190910%WP3680%Homo sapiens	33/1559	68/12465	3.90338584836086e-13	4.04488358536394e-12	2.02616541733994e-12	207/324/8312/867/1026/1027/1499/1956/2066/7976/7855/8326/2876/2932/3725/6416/5594/5599/4609/4690/4747/5058/5294/5335/5515/5747/5894/387/6464/6647/6654/6714/7481	33
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways%WikiPathways_20190910%WP706%Homo sapiens	Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways%WikiPathways_20190910%WP706%Homo sapiens	56/1559	164/12465	4.47489433888367e-13	4.60830733780691e-12	2.30839596821132e-12	116/367/429/551/627/836/1051/1385/1387/1499/1958/2019/2033/2597/2624/2625/2697/2902/3065/3091/7184/3329/3586/3596/3552/3553/3569/3570/3725/4150/4204/4208/4602/4760/4790/4803/4824/2908/4915/10891/5978/5979/6262/291/6657/6750/7068/7124/7161/7422/7529/7531/7532/7533/10971/7534	56
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	21/1559	30/12465	4.50925637581497e-13	4.61502905623532e-12	2.31176301528136e-12	329/330/1540/3551/8517/6885/10399/10616/8737/6233/81858/7124/7128/7132/8717/7185/7186/7311/7314/7316/331	21
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	54/1559	155/12465	4.65226351972684e-13	4.73217970288779e-12	2.3704461847365e-12	207/208/598/867/894/23529/1270/1271/1387/1437/2033/2056/3440/3456/3458/3586/3592/3593/3596/29949/3558/53832/11009/3559/3560/3565/3569/3570/3572/3574/3575/3717/3718/3952/4609/8554/51588/5290/5291/5293/5294/5295/5292/5618/5777/8835/9021/6654/6655/10253/6772/6774/6777/85480	54
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION	34/1559	72/12465	4.69192111247426e-13	4.74341780761118e-12	2.37607558263299e-12	3458/3586/3592/3593/3552/3553/3565/3654/3676/3684/3688/3689/3717/3725/6885/5594/1432/5595/4615/653361/4790/4792/5579/5743/5777/5970/6772/7040/7042/7043/7097/7099/7124/7189	34
Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	55/1559	160/12465	5.30590862421597e-13	5.33163424178792e-12	2.67072529793072e-12	9370/207/208/468/578/581/27113/10018/637/836/840/841/6347/998/54205/1649/9451/1965/2081/355/356/2931/2932/3551/3552/3553/3569/3570/3630/8660/83737/3725/3952/4296/4217/5599/5601/51079/4719/4722/4790/9971/5290/5291/5293/5295/5562/5563/5970/9021/7040/7124/7132/7186/7494	55
Aryl Hydrocarbon Receptor%WikiPathways_20190910%WP2586%Homo sapiens	Aryl Hydrocarbon Receptor%WikiPathways_20190910%WP2586%Homo sapiens	27/1559	48/12465	5.41731886022321e-13	5.34637777991076e-12	2.67811063954644e-12	196/1026/1027/1545/1869/1956/2033/2099/26291/2729/3265/3845/5594/4609/4763/4780/4790/1728/5325/5743/5894/5925/5970/5979/6714/7124/7422	27
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	27/1559	48/12465	5.41731886022321e-13	5.34637777991076e-12	2.67811063954644e-12	867/1399/1437/2534/3055/3558/3559/3560/3635/3717/3718/4067/5290/5291/5293/5295/5777/6233/6464/6654/6777/6850/7311/7314/7316/7409/7534	27
Translation inhibitors in chronically activated PDGFRA cells%WikiPathways_20190910%WP4566%Homo sapiens	Translation inhibitors in chronically activated PDGFRA cells%WikiPathways_20190910%WP4566%Homo sapiens	27/1559	48/12465	5.41731886022321e-13	5.34637777991076e-12	2.67811063954644e-12	207/208/1457/6416/5607/5608/5609/5594/1432/5595/5599/5601/2475/27250/5163/5290/5291/5294/5295/5292/11040/5578/5580/6194/6195/6196/6198	27
REACTOME_CELLULAR_RESPONSES_TO_STRESS	REACTOME_CELLULAR_RESPONSES_TO_STRESS	109/1559	440/12465	5.76154548851019e-13	5.65245113606503e-12	2.83142908155375e-12	192670/84335/367/472/475/573/9531/9530/9529/815/817/847/8535/57805/1019/1026/1027/1029/1032/1051/10370/1387/1410/8453/54205/162989/3301/10049/8655/1869/1870/1871/112398/112399/2033/2056/30001/2765/2876/2932/2950/3091/64344/25994/8091/3297/3326/3303/3304/3309/3313/3315/3397/3456/3552/3569/3725/6416/5608/5609/4217/9448/5594/1432/5595/5598/5599/5601/4193/4194/4361/2475/4683/653361/4790/50507/79400/2908/318/23636/5034/7001/10935/25824/5716/10197/5925/5970/6233/6195/6196/6197/23411/6647/6648/6774/7013/7027/7029/27242/7157/7311/7314/7316/7323/7415/7422/7428/7531	109
Integrin-mediated Cell Adhesion%WikiPathways_20190910%WP185%Homo sapiens	Integrin-mediated Cell Adhesion%WikiPathways_20190910%WP185%Homo sapiens	42/1559	104/12465	6.55351377268282e-13	6.39160343241654e-12	3.20168567594226e-12	207/208/369/8874/9564/673/11132/824/825/857/998/1793/2534/3265/3611/3672/3676/3678/3655/3684/3685/3688/3689/5607/5608/5594/5598/5058/5062/5063/10298/106821730/56924/5170/5747/5894/6093/6464/6654/6714/7410/10451	42
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER	25/1559	42/12465	6.76873414564973e-13	6.56290129443699e-12	3.28749229973385e-12	369/673/1019/1026/1029/1612/23604/1613/1869/1870/1871/1956/2261/3265/3845/5594/5595/4193/4318/4609/5894/5925/7057/7157/7422	25
DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM%WikiPathways_20190910%WP3959%Homo sapiens	DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM%WikiPathways_20190910%WP3959%Homo sapiens	29/1559	55/12465	6.93781100602284e-13	6.68772712092202e-12	3.35002012469524e-12	25/317/1386/472/578/581/637/672/675/836/842/1020/1029/1111/11200/1869/3297/9113/4193/4361/4683/142/5591/5883/6788/7157/7161/7189/10413	29
REACTOME_RHO_GTPASE_CYCLE	REACTOME_RHO_GTPASE_CYCLE	50/1559	139/12465	8.50053865048213e-13	8.14675900722507e-12	4.08087921827222e-12	29/11214/79658/396/9138/9826/23365/27237/9828/23370/128272/9181/26084/50650/50649/7984/9459/8874/23229/998/10395/1894/2245/221472/89846/121512/10672/6453/8997/4168/23263/10276/25791/84033/64857/57449/57580/5924/387/388/55288/89941/6654/6655/7074/26230/7204/7409/7410/10451	50
REACTOME_APOPTOTIC_EXECUTION_PHASE	REACTOME_APOPTOTIC_EXECUTION_PHASE	28/1559	52/12465	8.7099860788089e-13	8.29951547049722e-12	4.15739807391423e-12	22985/324/10134/329/660/836/839/840/841/1499/1676/1677/10059/2620/2934/3146/3148/3836/3837/4000/4137/5062/5580/5588/5747/6093/8428/51765	28
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	18/1559	23/12465	9.28019797546905e-13	8.79232471047296e-12	4.40425636249328e-12	329/330/929/3551/8517/23643/8737/11035/6233/23098/148022/353376/7099/7189/7311/7314/7316/7323	18
Cell Cycle%WikiPathways_20190910%WP179%Homo sapiens	Cell Cycle%WikiPathways_20190910%WP179%Homo sapiens	46/1559	122/12465	1.0014510858344e-12	9.43412443359908e-12	4.72574704978076e-12	25/472/699/894/983/1019/1026/1027/1029/1032/1111/11200/8454/1869/1870/1871/2033/9700/1647/4616/10912/2932/3065/3066/4171/4193/4609/5347/5591/5885/5925/2810/6502/4088/7027/7029/7040/7042/7043/7157/7529/7531/7532/7533/10971/7534	46
REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_SIGNALING_BY_RHO_GTPASES	110/1559	450/12465	1.13556097131524e-12	1.06370626578569e-11	5.32832355853537e-12	25/29/11214/367/79658/396/9138/9826/23365/27237/9828/23370/128272/9181/26084/50650/50649/7984/9459/8874/23229/9212/332/695/699/701/998/1027/1072/11113/1495/1499/2017/26999/10395/8655/1894/2245/221472/89846/121512/2316/10672/3688/23421/6453/8997/23028/9928/4085/5594/1432/5595/4168/23263/653361/4690/10787/3071/10276/4771/25791/27035/84033/5058/5062/5063/5170/5300/5585/5586/64857/57449/5347/5515/5516/5518/5519/57580/5578/5579/5580/5590/5747/5924/387/388/55288/89941/6093/6242/6279/6280/2810/6654/6655/6714/57551/7074/26230/7204/7409/7410/10451/7529/7531/7532/7533/10971/7534	110
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	35/1559	78/12465	1.39477726403713e-12	1.2991801706593e-11	6.50786080026786e-12	351/9474/843/841/1387/1540/2033/8772/3146/3440/3456/3551/9641/8517/3661/3665/83737/4790/4792/5300/5970/8737/54476/6233/6285/8887/7128/7186/7187/7189/7311/7314/7316/7323/3093	35
Angiopoietin Like Protein 8 Regulatory Pathway%WikiPathways_20190910%WP3915%Homo sapiens	Angiopoietin Like Protein 8 Regulatory Pathway%WikiPathways_20190910%WP3915%Homo sapiens	48/1559	132/12465	1.536386566975e-12	1.41803629439883e-11	7.10323558047536e-12	207/208/867/2308/2309/2931/2932/3265/3630/8660/6416/5607/5608/5609/4294/4296/7786/4217/6885/4293/9448/5594/1432/5595/5598/5599/5601/2475/5170/5290/5291/5293/5294/5295/5562/5563/5770/5894/6195/6196/6197/6198/6464/6654/6655/7067/7068/7249	48
PDGF Pathway%WikiPathways_20190910%WP2526%Homo sapiens	PDGF Pathway%WikiPathways_20190910%WP2526%Homo sapiens	24/1559	40/12465	1.53948451744143e-12	1.41803629439883e-11	7.10323558047536e-12	998/3265/3725/6416/5594/5595/5599/4790/4792/5058/5159/5295/5335/5894/5921/387/6464/6654/6714/6772/6774/7074/7409/7410	24
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	23/1559	37/12465	1.56201547695118e-12	1.43084069656633e-11	7.16737546562651e-12	207/208/472/983/1029/11200/1616/4193/4194/2475/5170/5515/5516/5518/5519/117584/80196/6233/6446/7157/7311/7314/7316	23
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	13/1559	13/12465	1.75360339187648e-12	1.58014914333218e-11	7.91529219788641e-12	317/51074/57099/22900/836/840/842/54205/56616/5594/5595/55075/331	13
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	13/1559	13/12465	1.75360339187648e-12	1.58014914333218e-11	7.91529219788641e-12	3551/3654/4790/4792/4803/4804/5970/6233/8878/7189/7311/7314/7316	13
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	13/1559	13/12465	1.75360339187648e-12	1.58014914333218e-11	7.91529219788641e-12	3551/3654/4615/4803/4804/5584/8767/6233/8878/7189/7311/7314/7316	13
PDGFR-beta pathway%WikiPathways_20190910%WP3972%Homo sapiens	PDGFR-beta pathway%WikiPathways_20190910%WP3972%Homo sapiens	20/1559	29/12465	2.55802224165425e-12	2.29254101441229e-11	1.14838096652358e-11	5610/3265/3717/3725/6416/5595/5599/5159/5290/5295/5335/5578/5579/5894/5921/6464/6654/6772/6774/6777	20
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	14/1559	15/12465	2.88759746621591e-12	2.57399817149784e-11	1.28936864790286e-11	207/208/572/596/637/5533/5534/2810/7529/7531/7532/7533/10971/7534	14
Neural Crest Cell Migration in Cancer%WikiPathways_20190910%WP4565%Homo sapiens	Neural Crest Cell Migration in Cancer%WikiPathways_20190910%WP4565%Homo sapiens	25/1559	44/12465	2.91114329919396e-12	2.58110994121047e-11	1.29293107968704e-11	207/208/627/3725/4318/25791/4804/4915/5058/5062/5063/10298/57144/106821730/56924/5290/5291/5293/5294/387/6272/6774/7074/7204/7291	25
Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	30/1559	61/12465	2.95849773838447e-12	2.60914321821354e-11	1.3069735249638e-11	9474/843/841/3627/6387/1540/1654/8772/3456/3458/3551/9641/8517/3661/3665/6885/1432/5599/5601/4790/4792/5300/5970/8737/22938/7124/8717/7186/7187/7189	30
Bladder Cancer%WikiPathways_20190910%WP2828%Homo sapiens	Bladder Cancer%WikiPathways_20190910%WP2828%Homo sapiens	24/1559	41/12465	3.27418961015077e-12	2.85716124927894e-11	1.43121086006037e-11	369/673/1019/1026/1029/1612/23604/1613/1869/1956/2261/3265/3845/5594/4193/4318/4609/5295/5894/5925/6714/7057/7157/7422	24
REACTOME_SIGNALING_BY_FGFR4	REACTOME_SIGNALING_BY_FGFR4	24/1559	41/12465	3.27418961015077e-12	2.85716124927894e-11	1.43121086006037e-11	673/867/26281/2249/2253/10818/3265/3845/5594/5595/5290/5295/5335/5515/5516/5518/6233/6464/6654/10253/6714/7311/7314/7316	24
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	38/1559	92/12465	3.59462278739706e-12	3.12035841963577e-11	1.56305173836114e-11	472/6790/9212/580/672/1020/8851/1111/11200/1457/1459/8445/204851/28996/1432/4193/4194/4361/4683/26155/5300/1263/5562/5563/5883/6233/6794/6881/6878/6880/51616/7157/94241/22974/7311/7314/7316/7486	38
Neural Crest Differentiation%WikiPathways_20190910%WP2064%Homo sapiens	Neural Crest Differentiation%WikiPathways_20190910%WP2064%Homo sapiens	40/1559	102/12465	7.06957837371777e-12	6.10487549147087e-11	3.05805775047331e-11	429/8312/652/655/1280/1499/28514/2253/2260/2263/2261/7976/2932/3065/3066/8841/9759/23493/3397/3670/3688/4487/4488/4602/4609/4790/4851/4853/5077/5081/388/6615/6591/6663/6662/7020/7021/7291/7471/89780	40
IL-7 Signaling Pathway%WikiPathways_20190910%WP205%Homo sapiens	IL-7 Signaling Pathway%WikiPathways_20190910%WP205%Homo sapiens	18/1559	25/12465	1.0334494532881e-11	8.87802690959415e-11	4.44718635748193e-11	207/572/598/1027/2534/2932/3559/3574/3575/3718/5594/5595/4609/5295/2185/6772/6774/6777	18
Pathways Regulating Hippo Signaling%WikiPathways_20190910%WP4540%Homo sapiens	Pathways Regulating Hippo Signaling%WikiPathways_20190910%WP4540%Homo sapiens	39/1559	99/12465	1.0954667539082e-11	9.36228803082371e-11	4.6897627174909e-11	998/1436/1499/1956/1969/2260/2263/2261/2322/2324/2771/2773/3480/3791/9113/26524/51176/2475/4771/4804/4914/4915/5159/5562/5563/5578/5579/5580/5581/5582/5583/5584/5588/5590/387/4088/6788/6934/7010	39
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	12/1559	12/12465	1.41161105617568e-11	1.19410771996902e-10	5.98153127455754e-11	317/472/834/843/835/839/8738/58484/55367/7157/8626/7161	12
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	12/1559	12/12465	1.41161105617568e-11	1.19410771996902e-10	5.98153127455754e-11	355/3486/23368/124446/8797/8795/8794/8793/7157/7159/8626/7161	12
REACTOME_SIGNALING_BY_FGFR1	REACTOME_SIGNALING_BY_FGFR1	26/1559	50/12465	1.64531498725536e-11	1.3847371821672e-10	6.93643347552487e-11	673/867/2255/26281/2249/2253/2260/10818/3265/3845/5594/5595/5290/5295/5335/5515/5516/5518/6233/6464/6654/10253/6714/7311/7314/7316	26
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	38/1559	96/12465	1.69513102442767e-11	1.41945820126317e-10	7.11035820453711e-11	207/208/382/998/1072/1399/10059/1785/2934/3055/3635/4067/5594/5595/653361/5058/5290/5291/5293/5294/5295/8398/5335/5578/5579/5580/5581/5582/5788/5894/6198/85477/8877/56848/6850/7409/7410/10451	38
miRNA regulation of p53 pathway in prostate cancer%WikiPathways_20190910%WP3982%Homo sapiens	miRNA regulation of p53 pathway in prostate cancer%WikiPathways_20190910%WP3982%Homo sapiens	21/1559	34/12465	1.77231376523128e-11	1.4766312677153e-10	7.39674985859549e-11	317/472/581/27113/637/836/841/842/11200/9538/4193/64065/5366/5728/5054/51246/6477/8795/7157/63970/64393	21
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY	33/1559	76/12465	1.84425025668339e-11	1.52888346279053e-10	7.65849185538525e-11	207/208/572/842/998/3265/3315/3791/3845/5594/1432/5595/4776/4846/5290/5291/5293/5294/5295/8398/5335/5533/5534/5578/5579/5582/5743/5747/5894/8877/56848/6714/7422	33
REACTOME_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES	27/1559	54/12465	2.21833226310774e-11	1.82984820509086e-10	9.16608617749151e-11	207/9564/685/867/1019/1027/1793/1956/9844/63916/2065/2066/3091/3265/3845/120892/2908/5770/5921/387/6233/6421/9021/6774/7311/7314/7316	27
REACTOME_SIGNALING_BY_NOTCH1	REACTOME_SIGNALING_BY_NOTCH1	32/1559	73/12465	2.74034403403304e-11	2.249252677439e-10	1.12669694781244e-10	102/6868/51107/83464/408/409/1387/8454/28514/2033/55294/3065/3066/8841/9759/23493/3091/83737/3714/4609/23385/9148/4851/5663/5664/55851/6233/22938/7088/7311/7314/7316	32
Neural Crest Cell Migration during Development%WikiPathways_20190910%WP4564%Homo sapiens	Neural Crest Cell Migration during Development%WikiPathways_20190910%WP4564%Homo sapiens	23/1559	41/12465	3.12855233028225e-11	2.55524126286107e-10	1.27997292641571e-10	207/208/627/3725/4318/25791/4804/5058/5062/5063/10298/57144/106821730/56924/5290/5291/5293/5294/387/6774/7074/7204/7291	23
Amyotrophic lateral sclerosis (ALS)%WikiPathways_20190910%WP2447%Homo sapiens	Amyotrophic lateral sclerosis (ALS)%WikiPathways_20190910%WP2447%Homo sapiens	22/1559	38/12465	3.59374039149071e-11	2.92079488680961e-10	1.4630862584552e-10	317/572/581/596/598/637/834/100506742/836/842/847/1616/2876/5608/4217/1432/4747/5533/6647/7124/7132/7157	22
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	43/1559	120/12465	3.90177451078586e-11	3.15567909213803e-10	1.58074458999232e-10	25/207/208/367/581/650/983/1019/1026/8454/2099/55294/2736/2737/2932/9464/8841/9759/23493/3549/3678/3958/5594/5595/4488/579/2908/10891/5716/10197/5925/6233/6502/4091/6662/6714/6772/7291/117581/7311/7314/7316/10413	43
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY	26/1559	52/12465	5.21858057220087e-11	4.20019737315973e-10	2.10396528945656e-10	207/208/673/54541/3091/3479/3630/5594/5595/2475/5170/5290/5291/5293/5294/5295/5562/5563/6194/6195/6196/6197/6198/6794/7249/7422	26
Angiogenesis%WikiPathways_20190910%WP1539%Homo sapiens	Angiogenesis%WikiPathways_20190910%WP1539%Homo sapiens	17/1559	24/12465	6.0215035617772e-11	4.82302072725923e-10	2.41595032303189e-10	207/284/1387/2263/3091/3791/5594/1432/4318/4846/5290/5335/5747/6714/7010/7078/7422	17
REACTOME_SIGNALING_BY_ERBB2	REACTOME_SIGNALING_BY_ERBB2	25/1559	49/12465	6.96270027863387e-11	5.55007551056488e-10	2.7801470242116e-10	207/208/685/8065/1956/2065/2066/2534/3265/3845/5290/5295/5335/5578/5580/5581/387/10193/6233/6464/6654/6714/7311/7314/7316	25
