ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
EGF/EGFR Signaling Pathway%WikiPathways_20190910%WP437%Homo sapiens	EGF/EGFR Signaling Pathway%WikiPathways_20190910%WP437%Homo sapiens	16/245	164/12465	1.4053658698081e-07	2.02272301975952e-06	1.17289933495263e-06	25/207/1398/1956/2353/2308/3717/3725/5594/5598/5599/5601/4846/5111/5580/6714	16
Interleukin-11 Signaling Pathway%WikiPathways_20190910%WP2332%Homo sapiens	Interleukin-11 Signaling Pathway%WikiPathways_20190910%WP2332%Homo sapiens	9/245	44/12465	1.47099143650612e-07	2.09226899615988e-06	1.21322637363848e-06	207/596/1147/2534/3717/5594/5595/5970/6714	9
Chromosomal and microsatellite instability in colorectal cancer %WikiPathways_20190910%WP4216%Homo sapiens	Chromosomal and microsatellite instability in colorectal cancer %WikiPathways_20190910%WP4216%Homo sapiens	11/245	74/12465	1.8960266693509e-07	2.66546074795957e-06	1.54559823964222e-06	207/596/1499/54205/2353/3725/5594/5595/5599/5601/7157	11
MET in type 1 papillary renal cell carcinoma%WikiPathways_20190910%WP4205%Homo sapiens	MET in type 1 papillary renal cell carcinoma%WikiPathways_20190910%WP4205%Homo sapiens	10/245	59/12465	1.9326748492508e-07	2.67867200027415e-06	1.55325893707943e-06	207/1398/2113/3082/3725/5594/5595/5599/4233/6714	10
Estrogen signaling pathway%WikiPathways_20190910%WP712%Homo sapiens	Estrogen signaling pathway%WikiPathways_20190910%WP712%Homo sapiens	7/245	23/12465	1.94973644354115e-07	2.67867200027415e-06	1.55325893707943e-06	207/596/1147/2353/3725/5594/5601	7
Phytochemical activity on NRF2 transcriptional activation%WikiPathways_20190910%WP3%Homo sapiens	Phytochemical activity on NRF2 transcriptional activation%WikiPathways_20190910%WP3%Homo sapiens	6/245	15/12465	2.34018475749873e-07	3.17897008069209e-06	1.84336256474767e-06	3162/9817/5599/4780/1728/23657	6
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	7/245	24/12465	2.70670787958677e-07	3.63601091824489e-06	2.10838297988864e-06	207/596/1956/2353/2309/5594/5595	7
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190910%WP3617%Homo sapiens	Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190910%WP3617%Homo sapiens	8/245	35/12465	2.95622575994031e-07	3.92755708106355e-06	2.27743939400838e-06	8837/1147/3569/4313/4314/4318/5970/7124	8
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	10/245	62/12465	3.14079647420968e-07	4.08303541647258e-06	2.36759530483718e-06	1147/3569/5594/5603/5595/5599/5601/5970/7124/7128	10
T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection%WikiPathways_20190910%WP3863%Homo sapiens	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection%WikiPathways_20190910%WP3863%Homo sapiens	10/245	62/12465	3.14079647420968e-07	4.08303541647258e-06	2.36759530483718e-06	207/1147/2353/2534/3586/3725/5595/5601/5163/7124	10
Aryl Hydrocarbon Receptor Pathway%WikiPathways_20190910%WP2873%Homo sapiens	Aryl Hydrocarbon Receptor Pathway%WikiPathways_20190910%WP2873%Homo sapiens	9/245	48/12465	3.24946794147413e-07	4.17936887366194e-06	2.42345537404454e-06	405/1545/1956/3725/4257/4780/1728/6714/7124	9
Regulatory circuits of the STAT3 signaling pathway%WikiPathways_20190910%WP4538%Homo sapiens	Regulatory circuits of the STAT3 signaling pathway%WikiPathways_20190910%WP4538%Homo sapiens	11/245	79/12465	3.7595156242005e-07	4.78447830490358e-06	2.77433507558729e-06	1956/3717/5594/5603/5595/5598/5599/5601/79109/5156/6714	11
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION	17/245	199/12465	3.89114415066781e-07	4.90040966474727e-06	2.84155921529031e-06	207/596/1398/1499/1956/2534/3082/3725/5594/5595/5599/5601/4233/80310/5156/5829/6714	17
REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	12/245	97/12465	4.13062408234722e-07	5.14837578923483e-06	2.98534524019886e-06	1147/2353/3725/5594/5595/5598/5599/5601/5970/8737/11035/7099	12
KEGG_GLUTATHIONE_METABOLISM	KEGG_GLUTATHIONE_METABOLISM	9/245	50/12465	4.69096923830188e-07	5.78712429500712e-06	3.35573094813003e-06	2539/2876/2877/2878/2880/2882/2936/2950/4257	9
Focal Adhesion%WikiPathways_20190910%WP306%Homo sapiens	Focal Adhesion%WikiPathways_20190910%WP306%Homo sapiens	17/245	202/12465	4.81321189843902e-07	5.87795271233613e-06	3.40839885631088e-06	207/596/1398/1499/1956/2534/3082/3725/5594/5595/5599/5601/4233/80310/5156/5829/6714	17
Amyotrophic lateral sclerosis (ALS)%WikiPathways_20190910%WP2447%Homo sapiens	Amyotrophic lateral sclerosis (ALS)%WikiPathways_20190910%WP2447%Homo sapiens	8/245	38/12465	5.83742678842773e-07	7.00064274630778e-06	4.05940365594966e-06	596/847/9973/2876/4217/6647/7124/7157	8
Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	15/245	160/12465	5.84834505688243e-07	7.00064274630778e-06	4.05940365594966e-06	207/468/54205/1965/3569/3630/3725/4217/5599/5601/5562/5563/5970/7124/7186	15
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY	12/245	101/12465	6.44398081928088e-07	7.6380125593241e-06	4.42898991294228e-06	468/1956/3725/5594/5603/5595/5598/5599/5601/4313/5580/6714	12
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	12/245	102/12465	7.17752216423362e-07	8.42487795782374e-06	4.88526291403126e-06	207/1147/1956/2308/2309/2534/3082/79109/4193/4233/5156/6714	12
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway%WikiPathways_20190910%WP3932%Homo sapiens	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway%WikiPathways_20190910%WP3932%Homo sapiens	21/245	309/12465	7.71790596895069e-07	8.97206568890518e-06	5.20255604789591e-06	207/468/1956/2034/2308/2309/3082/3091/3630/3717/5594/5595/4193/4233/4846/80310/5156/10891/5562/5563/7248	21
Vitamin B12 Metabolism%WikiPathways_20190910%WP1533%Homo sapiens	Vitamin B12 Metabolism%WikiPathways_20190910%WP1533%Homo sapiens	9/245	53/12465	7.88207776844291e-07	9.07564954480713e-06	5.26262034464459e-06	3569/3630/4353/4548/5970/6647/6648/6649/7124	9
4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression%WikiPathways_20190910%WP3879%Homo sapiens	4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression%WikiPathways_20190910%WP3879%Homo sapiens	6/245	18/12465	8.25997392428562e-07	9.42104573062388e-06	5.46290231735275e-06	207/4217/5594/5595/5562/7248	6
Extracellular vesicles in the crosstalk of cardiac cells%WikiPathways_20190910%WP4300%Homo sapiens	Extracellular vesicles in the crosstalk of cardiac cells%WikiPathways_20190910%WP4300%Homo sapiens	7/245	28/12465	8.65823906735359e-07	9.78300096488831e-06	5.67278624580176e-06	1956/2626/3315/3569/4318/6647/7099	7
REACTOME_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES	9/245	54/12465	9.29801495788076e-07	1.0408611188961e-05	6.03555356915067e-06	207/1017/1398/1956/2034/3091/120892/5829/6421	9
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	13/245	124/12465	9.42633749597062e-07	1.04554514060812e-05	6.06271441073533e-06	57332/2146/2353/3725/23135/4217/5594/5595/5599/5601/4193/7157/7295	13
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	19/245	262/12465	1.00249742229965e-06	1.10183580323662e-05	6.38912232776621e-06	8644/207/596/1956/2353/2309/3315/3725/5594/5595/4313/4314/4318/4602/4846/5163/5164/5536/6714	19
Bladder Cancer%WikiPathways_20190910%WP2828%Homo sapiens	Bladder Cancer%WikiPathways_20190910%WP2828%Homo sapiens	8/245	41/12465	1.08389837645969e-06	1.18057039381961e-05	6.84567395658751e-06	1612/1956/5594/4193/4313/4318/6714/7157	8
Nanoparticle-mediated activation of receptor signaling%WikiPathways_20190910%WP2643%Homo sapiens	Nanoparticle-mediated activation of receptor signaling%WikiPathways_20190910%WP2643%Homo sapiens	7/245	29/12465	1.12231813947373e-06	1.21150234877119e-05	7.0250364745254e-06	1956/5594/5603/5599/5601/5829/6714	7
KEGG_MELANOMA	KEGG_MELANOMA	10/245	71/12465	1.15516669164145e-06	1.2359261329155e-05	7.16666061139459e-06	207/1956/3082/5594/5595/4193/4233/80310/5156/7157	10
NAD metabolism, sirtuins and aging%WikiPathways_20190910%WP3630%Homo sapiens	NAD metabolism, sirtuins and aging%WikiPathways_20190910%WP3630%Homo sapiens	5/245	11/12465	1.18141003767943e-06	1.25291643469687e-05	7.26518084113114e-06	2308/2309/3091/142/23411	5
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER	8/245	42/12465	1.31640490837566e-06	1.37955293701927e-05	7.99949724482901e-06	1612/1956/5594/5595/4193/4313/4318/7157	8
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	12/245	108/12465	1.33505122937349e-06	1.37955293701927e-05	7.99949724482901e-06	207/1147/2353/2534/3586/3725/5594/5603/5595/5601/5970/7124	12
Senescence and Autophagy in Cancer%WikiPathways_20190910%WP615%Homo sapiens	Senescence and Autophagy in Cancer%WikiPathways_20190910%WP615%Homo sapiens	12/245	108/12465	1.33505122937349e-06	1.37955293701927e-05	7.99949724482901e-06	10533/596/8678/3569/3630/3725/84557/5594/4193/5111/6714/7157	12
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA	10/245	73/12465	1.50182395792036e-06	1.53873319078451e-05	8.92252235481678e-06	25/207/1147/1398/3066/5594/5595/4193/5970/7157	10
Hereditary leiomyomatosis and renal cell carcinoma pathway%WikiPathways_20190910%WP4206%Homo sapiens	Hereditary leiomyomatosis and renal cell carcinoma pathway%WikiPathways_20190910%WP4206%Homo sapiens	6/245	20/12465	1.66856126290008e-06	1.69520215701361e-05	9.82982575047727e-06	3091/9817/4780/5163/5562/7157	6
Adipogenesis%WikiPathways_20190910%WP236%Homo sapiens	Adipogenesis%WikiPathways_20190910%WP236%Homo sapiens	13/245	131/12465	1.76659338607563e-06	1.7798428364712e-05	1.03206245186524e-05	1499/2034/2308/8321/2626/3091/3569/3630/10891/6778/7124/7350/7471	13
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	7/245	31/12465	1.82846590632111e-06	1.82695477747291e-05	1.05938085568496e-05	2353/3725/5594/5595/5598/5599/5601	7
Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation%WikiPathways_20190910%WP314%Homo sapiens	Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation%WikiPathways_20190910%WP314%Homo sapiens	8/245	44/12465	1.91075459777803e-06	1.89352648255216e-05	1.09798322874906e-05	596/8837/54205/3315/3725/5599/142/7124	8
Nanoparticle triggered regulated necrosis%WikiPathways_20190910%WP2513%Homo sapiens	Nanoparticle triggered regulated necrosis%WikiPathways_20190910%WP2513%Homo sapiens	5/245	12/12465	1.99284428967767e-06	1.95882011887829e-05	1.13584449886635e-05	5599/142/8737/11035/7124	5
Resistin as a regulator of inflammation%WikiPathways_20190910%WP4481%Homo sapiens	Resistin as a regulator of inflammation%WikiPathways_20190910%WP4481%Homo sapiens	7/245	33/12465	2.87257203624945e-06	2.80075773534321e-05	1.62405176242966e-05	207/1147/3569/5594/5595/5970/7124	7
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	10/245	79/12465	3.14079724779442e-06	3.03777909806676e-05	1.76149134065776e-05	207/695/2534/5594/5603/5595/5599/5601/5580/7124	10
Osteopontin Signaling%WikiPathways_20190910%WP1434%Homo sapiens	Osteopontin Signaling%WikiPathways_20190910%WP1434%Homo sapiens	5/245	13/12465	3.18653816099233e-06	3.05755923542835e-05	1.77296108205588e-05	1147/5594/5595/4318/5970	5
ESC Pluripotency Pathways%WikiPathways_20190910%WP3931%Homo sapiens	ESC Pluripotency Pathways%WikiPathways_20190910%WP3931%Homo sapiens	12/245	119/12465	3.75366924095914e-06	3.57337489159024e-05	2.07206275547351e-05	207/1499/1956/2353/8321/3725/5594/5598/4193/5156/7471/51384	12
REACTOME_DEATH_RECEPTOR_SIGNALLING	REACTOME_DEATH_RECEPTOR_SIGNALLING	13/245	141/12465	4.04104183657584e-06	3.81689029720328e-05	2.21326797957197e-05	8837/1147/1894/3066/5599/10276/10399/5970/8737/55512/7124/7128/7186	13
Epithelial to mesenchymal transition in colorectal cancer%WikiPathways_20190910%WP4239%Homo sapiens	Epithelial to mesenchymal transition in colorectal cancer%WikiPathways_20190910%WP4239%Homo sapiens	14/245	164/12465	4.26757551227236e-06	3.99961146847852e-05	2.31922096382978e-05	207/1499/2146/8321/3091/5594/5603/5595/5599/4313/4318/7157/7471/51384	14
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	7/245	36/12465	5.33781025441586e-06	4.96416353660675e-05	2.87852763517487e-05	1535/1536/4353/653361/4688/4689/4846	7
Nanoparticle triggered autophagic cell death%WikiPathways_20190910%WP2509%Homo sapiens	Nanoparticle triggered autophagic cell death%WikiPathways_20190910%WP2509%Homo sapiens	6/245	24/12465	5.42398874280639e-06	4.96788059852495e-05	2.8806830165144e-05	10533/596/8678/3630/84557/7248	6
REACTOME_DISEASES_OF_IMMUNE_SYSTEM	REACTOME_DISEASES_OF_IMMUNE_SYSTEM	6/245	24/12465	5.42398874280639e-06	4.96788059852495e-05	2.8806830165144e-05	695/948/1147/5970/7099/10333	6
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	8/245	51/12465	6.09685285629742e-06	5.54217676937111e-05	3.21369529267438e-05	207/596/54205/56616/5594/5595/5599/7157	8
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	10/245	85/12465	6.1531883044346e-06	5.55164526870256e-05	3.21918571151095e-05	207/890/983/1017/3630/5594/5603/5595/5599/5601	10
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	7/245	37/12465	6.47392628424978e-06	5.79776065011703e-05	3.3618985616455e-05	207/890/983/1017/79109/4193/7157	7
REACTOME_ESR_MEDIATED_SIGNALING	REACTOME_ESR_MEDIATED_SIGNALING	16/245	219/12465	6.67703464410113e-06	5.93568741523402e-05	3.4418769914639e-05	207/596/1956/2353/2309/3315/3725/5594/5595/4313/4314/4318/4602/4846/5536/6714	16
Human Thyroid Stimulating Hormone (TSH) signaling pathway%WikiPathways_20190910%WP2032%Homo sapiens	Human Thyroid Stimulating Hormone (TSH) signaling pathway%WikiPathways_20190910%WP2032%Homo sapiens	9/245	68/12465	6.78229046595684e-06	5.94187621256654e-05	3.44546563716801e-05	207/328/1017/2353/3717/3725/5594/5595/6714	9
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	9/245	68/12465	6.78229046595684e-06	5.94187621256654e-05	3.44546563716801e-05	1147/1956/3725/5603/5599/5601/4233/5970/6714	9
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY	8/245	52/12465	7.0843430987822e-06	6.16184950102711e-05	3.57301969238087e-05	207/3091/3630/5594/5595/5562/5563/7248	8
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY	10/245	87/12465	7.60127704291655e-06	6.56424567491865e-05	3.80635376735521e-05	25/207/1398/1956/3725/5594/5595/5599/5601/6714	10
DNA Damage Response%WikiPathways_20190910%WP707%Homo sapiens	DNA Damage Response%WikiPathways_20190910%WP707%Homo sapiens	9/245	69/12465	7.6675615525448e-06	6.57452618228841e-05	3.81231503844333e-05	25/983/1017/54205/2177/4193/5371/5893/7157	9
Retinoblastoma Gene in Cancer%WikiPathways_20190910%WP2446%Homo sapiens	Retinoblastoma Gene in Cancer%WikiPathways_20190910%WP2446%Homo sapiens	10/245	88/12465	8.42970395280885e-06	7.17712118235627e-05	4.16173671799162e-05	25/890/983/1017/1719/5603/4193/5111/25942/7157	10
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER	9/245	70/12465	8.64986924102542e-06	7.3130712674124e-05	4.24056894701725e-05	207/1147/1956/5594/5595/5599/5601/5970/7157	9
EPO Receptor Signaling%WikiPathways_20190910%WP581%Homo sapiens	EPO Receptor Signaling%WikiPathways_20190910%WP581%Homo sapiens	6/245	26/12465	8.97688477512075e-06	7.48486461594551e-05	4.34018530688234e-05	207/3717/5594/5595/5163/6714	6
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	6/245	26/12465	8.97688477512075e-06	7.48486461594551e-05	4.34018530688234e-05	207/1147/2308/2309/79109/4193	6
Pancreatic adenocarcinoma pathway%WikiPathways_20190910%WP4263%Homo sapiens	Pancreatic adenocarcinoma pathway%WikiPathways_20190910%WP4263%Homo sapiens	10/245	89/12465	9.33498747636391e-06	7.73013688967394e-05	4.48240927127495e-05	207/1147/1956/5594/5595/5599/5601/5580/5970/7157	10
Apoptosis-related network due to altered Notch3 in ovarian cancer%WikiPathways_20190910%WP2864%Homo sapiens	Apoptosis-related network due to altered Notch3 in ovarian cancer%WikiPathways_20190910%WP2864%Homo sapiens	8/245	54/12465	9.4686742273595e-06	7.78750145637935e-05	4.51567277867628e-05	25/207/2113/3315/5594/10276/1728/7124	8
DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM%WikiPathways_20190910%WP3959%Homo sapiens	DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM%WikiPathways_20190910%WP3959%Homo sapiens	8/245	55/12465	1.08943448199759e-05	8.8397737498999e-05	5.1258450371628e-05	25/2177/3297/4193/142/5111/5893/7157	8
IL-4 Signaling Pathway%WikiPathways_20190910%WP395%Homo sapiens	IL-4 Signaling Pathway%WikiPathways_20190910%WP395%Homo sapiens	8/245	55/12465	1.08943448199759e-05	8.8397737498999e-05	5.1258450371628e-05	207/1147/2353/3717/5594/5595/5970/6778	8
PDGF Pathway%WikiPathways_20190910%WP2526%Homo sapiens	PDGF Pathway%WikiPathways_20190910%WP2526%Homo sapiens	7/245	40/12465	1.1148919813826e-05	8.98602936994376e-05	5.21065304983026e-05	1147/2353/3725/5594/5595/5599/6714	7
Cardiac Hypertrophic Response%WikiPathways_20190910%WP2795%Homo sapiens	Cardiac Hypertrophic Response%WikiPathways_20190910%WP2795%Homo sapiens	8/245	57/12465	1.42930479170563e-05	0.000113686150866586	6.59222293127387e-05	207/1147/5594/5595/5598/5599/5587/7124	8
IL-1 signaling pathway%WikiPathways_20190910%WP195%Homo sapiens	IL-1 signaling pathway%WikiPathways_20190910%WP195%Homo sapiens	8/245	57/12465	1.42930479170563e-05	0.000113686150866586	6.59222293127387e-05	207/1147/3725/5594/5595/5599/5601/5970	8
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY	12/245	137/12465	1.60983087379614e-05	0.000127208204341146	7.37631483968511e-05	207/1398/2308/3630/5594/5595/5599/5601/10891/5562/5563/7248	12
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	10/245	95/12465	1.67341227285632e-05	0.000131373729732681	7.61785764676904e-05	1147/2353/3725/5594/5595/5598/5599/5601/5970/7099	10
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	11/245	116/12465	1.72557719874233e-05	0.000134595021501902	7.80464797529637e-05	1499/1535/1536/5603/4313/4318/653361/4688/4689/27035/5829	11
PDGFR-beta pathway%WikiPathways_20190910%WP3972%Homo sapiens	PDGFR-beta pathway%WikiPathways_20190910%WP3972%Homo sapiens	6/245	29/12465	1.76281909568894e-05	0.000136618479915893	7.92198055147661e-05	2353/3717/3725/5595/5599/6778	6
REACTOME_TNF_SIGNALING	REACTOME_TNF_SIGNALING	7/245	43/12465	1.83266278239724e-05	0.00014112670725594	8.18339532736547e-05	1147/10399/8737/55512/7124/7128/7186	7
REACTOME_SUMOYLATION	REACTOME_SUMOYLATION	14/245	187/12465	1.92971330592097e-05	0.000147659708029016	8.56221893233423e-05	57332/3066/4193/4929/11315/142/7703/5111/5371/10891/5893/5970/25942/7157	14
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	5/245	18/12465	1.95715731926239e-05	0.000148817811257121	8.62937288731382e-05	1956/5594/5595/5598/4314	5
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	8/245	60/12465	2.10363206982223e-05	0.000158955698275942	9.21722999014215e-05	57332/2146/3066/3725/5594/5595/5978/7157	8
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	6/245	30/12465	2.16753550521375e-05	0.000162767107192759	9.43823894391864e-05	1147/10399/8737/7124/7128/7186	6
Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	8/245	61/12465	2.38055832200265e-05	0.000177660185882791	0.000103018313349822	1147/5603/5599/5601/5970/8737/7124/7186	8
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	10/245	99/12465	2.40879028091673e-05	0.000178664260713395	0.000103600537752053	695/948/1147/1535/1536/653361/4688/4689/7099/10333	10
REACTOME_MAPK3_ERK1_ACTIVATION	REACTOME_MAPK3_ERK1_ACTIVATION	4/245	10/12465	2.78653840930177e-05	0.000202947285352159	0.000117681330411856	983/3569/3717/5595	4
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	4/245	10/12465	2.78653840930177e-05	0.000202947285352159	0.000117681330411856	2308/2309/23411/7295	4
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	4/245	10/12465	2.78653840930177e-05	0.000202947285352159	0.000117681330411856	207/1719/2643/4846	4
Integrated Cancer Pathway%WikiPathways_20190910%WP1971%Homo sapiens	Integrated Cancer Pathway%WikiPathways_20190910%WP1971%Homo sapiens	7/245	46/12465	2.89513384711984e-05	0.00020959382162682	0.000121535401335129	207/596/983/1017/4217/4193/7157	7
Endometrial cancer%WikiPathways_20190910%WP4155%Homo sapiens	Endometrial cancer%WikiPathways_20190910%WP4155%Homo sapiens	8/245	63/12465	3.02669612498171e-05	0.000216525184325614	0.000125554632154333	207/1499/1956/2353/2309/5594/5595/7157	8
Lung fibrosis%WikiPathways_20190910%WP3624%Homo sapiens	Lung fibrosis%WikiPathways_20190910%WP3624%Homo sapiens	8/245	63/12465	3.02669612498171e-05	0.000216525184325614	0.000125554632154333	655/3082/3162/3569/4313/4318/4780/7124	8
MicroRNAs in cardiomyocyte hypertrophy%WikiPathways_20190910%WP1544%Homo sapiens	MicroRNAs in cardiomyocyte hypertrophy%WikiPathways_20190910%WP1544%Homo sapiens	10/245	102/12465	3.12819913566177e-05	0.00022247016205971	0.000129001896244628	207/1147/1499/8321/2626/5594/5595/5598/5599/7124	10
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS	7/245	47/12465	3.3453967120288e-05	0.000236525416657475	0.000137151998166278	3630/5594/5595/5599/5601/5580/7124	7
miRNAs involvement in the immune response in sepsis%WikiPathways_20190910%WP4329%Homo sapiens	miRNAs involvement in the immune response in sepsis%WikiPathways_20190910%WP4329%Homo sapiens	8/245	64/12465	3.40110396220626e-05	0.000239065970366707	0.000138625167615016	1147/3586/3569/3934/5599/5970/7099/7124	8
DNA IR-damage and cellular response via ATR%WikiPathways_20190910%WP4016%Homo sapiens	DNA IR-damage and cellular response via ATR%WikiPathways_20190910%WP4016%Homo sapiens	9/245	83/12465	3.50228380055522e-05	0.000244754977738223	0.000141924004330379	983/1017/2177/4193/142/5111/5371/5893/7157	9
REACTOME_REGULATION_OF_TNFR1_SIGNALING	REACTOME_REGULATION_OF_TNFR1_SIGNALING	6/245	33/12465	3.84834051298354e-05	0.000261923529253601	0.000151879387473683	1147/10399/8737/7124/7128/7186	6
Energy Metabolism%WikiPathways_20190910%WP1541%Homo sapiens	Energy Metabolism%WikiPathways_20190910%WP1541%Homo sapiens	7/245	48/12465	3.85165921776551e-05	0.000261923529253601	0.000151879387473683	2308/2309/10891/133522/5562/5563/23411	7
Translation inhibitors in chronically activated PDGFRA cells%WikiPathways_20190910%WP4566%Homo sapiens	Translation inhibitors in chronically activated PDGFRA cells%WikiPathways_20190910%WP4566%Homo sapiens	7/245	48/12465	3.85165921776551e-05	0.000261923529253601	0.000151879387473683	207/5594/5595/5599/5601/5163/5580	7
Parkinsons Disease Pathway%WikiPathways_20190910%WP2371%Homo sapiens	Parkinsons Disease Pathway%WikiPathways_20190910%WP2371%Homo sapiens	9/245	84/12465	3.85627694021018e-05	0.000261923529253601	0.000151879387473683	54205/2861/27429/120892/5603/11315/65018/5071/6622	9
REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	9/245	84/12465	3.85627694021018e-05	0.000261923529253601	0.000151879387473683	1147/2353/3725/5594/5595/5598/5599/5601/5970	9
REACTOME_IRAK4_DEFICIENCY_TLR2_4	REACTOME_IRAK4_DEFICIENCY_TLR2_4	4/245	11/12465	4.31133692674967e-05	0.000291195885164266	0.000168853301571025	695/948/7099/10333	4
