ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	13/627	21/12465	1.63913098138691e-12	3.53323789321179e-11	2.41830017805287e-11	1147/1660/3551/8517/3661/4615/4790/4792/147945/5970/29110/148022/7098	13
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	27/627	108/12465	2.25840448910371e-12	4.79205202531693e-11	3.27988678269503e-11	207/940/959/1147/2353/3458/3551/8517/3586/3558/3565/3567/3725/27040/5603/1432/4775/4776/4790/4792/5293/5294/5588/5788/10125/5970/7124	27
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	44/627	272/12465	4.47168589822354e-12	9.34238376890394e-11	6.39432979454475e-11	134/135/136/140/185/186/623/624/719/728/10203/1268/1269/10800/1910/2147/2149/2150/2357/2358/2359/2693/3269/59340/3952/1241/56413/4142/4889/4988/5023/5027/5724/5729/5731/5732/5733/5734/5737/5739/1903/6869/6915/7442	44
TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway%WikiPathways_20190910%WP2036%Homo sapiens	TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway%WikiPathways_20190910%WP2036%Homo sapiens	17/627	42/12465	5.35129347462931e-12	1.10106917250706e-10	7.53619160781129e-11	207/329/330/6347/6352/1147/3551/3569/3725/1432/4318/4790/4792/5879/5970/5971/7124	17
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	15/627	32/12465	7.22114990197827e-12	1.46363008460992e-10	1.00177146322809e-10	177/351/1147/3146/3551/8517/3656/4790/4792/10392/64127/5970/8767/6283/6288	15
IL-4 Signaling Pathway%WikiPathways_20190910%WP395%Homo sapiens	IL-4 Signaling Pathway%WikiPathways_20190910%WP395%Homo sapiens	19/627	55/12465	8.3571159300305e-12	1.62128049042592e-10	1.10967419040856e-10	207/1050/1051/1147/2353/2625/3269/3551/3565/3566/3717/1432/4790/4792/5293/5970/9021/9655/6774	19
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	19/627	55/12465	8.3571159300305e-12	1.62128049042592e-10	1.10967419040856e-10	9447/6351/6352/1147/3627/3440/3551/8517/3606/3553/90865/3569/3661/4790/4792/29108/5970/29110/11277	19
RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway%WikiPathways_20190910%WP2018%Homo sapiens	RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway%WikiPathways_20190910%WP2018%Homo sapiens	19/627	55/12465	8.3571159300305e-12	1.62128049042592e-10	1.10967419040856e-10	54/207/1147/2353/3383/3551/8517/3725/4067/1432/4790/4792/5879/5970/5971/6850/8792/8600/7412	19
Small Ligand GPCRs%WikiPathways_20190910%WP247%Homo sapiens	Small Ligand GPCRs%WikiPathways_20190910%WP247%Homo sapiens	12/627	19/12465	8.62543531275598e-12	1.64976635982009e-10	1.1291711462066e-10	1268/1269/5724/5729/5731/5732/5733/5734/5737/5739/1903/6915	12
Cytosolic DNA-sensing pathway%WikiPathways_20190910%WP4655%Homo sapiens	Cytosolic DNA-sensing pathway%WikiPathways_20190910%WP4655%Homo sapiens	22/627	76/12465	1.06168219923345e-11	2.0024505924431e-10	1.37056342386424e-10	9447/6351/6352/1147/3627/1540/3440/3551/8517/3606/3553/90865/3569/3661/4790/4792/79671/29108/5970/29110/8717/11277	22
Viral Acute Myocarditis%WikiPathways_20190910%WP4298%Homo sapiens	Viral Acute Myocarditis%WikiPathways_20190910%WP4298%Homo sapiens	23/627	85/12465	1.67855881016548e-11	3.12257926603387e-10	2.13722772801171e-10	199/207/1232/1234/959/7852/3458/3586/3593/3558/3569/3683/3689/4318/64127/29108/6774/7040/148022/7098/7099/7100/7124	23
Cardiac Hypertrophic Response%WikiPathways_20190910%WP2795%Homo sapiens	Cardiac Hypertrophic Response%WikiPathways_20190910%WP2795%Homo sapiens	19/627	57/12465	1.72562103972243e-11	3.16674779992305e-10	2.16745857478649e-10	207/1147/9759/10014/9734/3479/3551/8517/5606/1432/5598/4790/4878/5320/5587/5879/7040/7124/7132	19
LTF danger signal response pathway%WikiPathways_20190910%WP4478%Homo sapiens	LTF danger signal response pathway%WikiPathways_20190910%WP4478%Homo sapiens	12/627	20/12465	2.05820556295867e-11	3.72672420599717e-10	2.55073054328773e-10	177/929/3576/3552/3553/3569/4615/4790/7097/7099/7124/54210	12
TNF alpha Signaling Pathway%WikiPathways_20190910%WP231%Homo sapiens	TNF alpha Signaling Pathway%WikiPathways_20190910%WP231%Homo sapiens	24/627	94/12465	2.34967129669741e-11	4.19568525604332e-10	2.87170768241706e-10	207/329/330/6347/1147/1535/3551/8517/3569/3725/5606/4790/4792/27035/5590/5879/5966/6401/29110/7124/7128/7132/7133/8717	24
MicroRNAs in cardiomyocyte hypertrophy%WikiPathways_20190910%WP1544%Homo sapiens	MicroRNAs in cardiomyocyte hypertrophy%WikiPathways_20190910%WP1544%Homo sapiens	25/627	102/12465	2.37899679466374e-11	4.19568525604332e-10	2.87170768241706e-10	183/207/1147/9759/10014/9734/3479/3551/8517/3572/5606/1432/5598/91807/4776/4790/4878/5293/5294/5320/5879/6774/7040/7124/7474	25
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	22/627	79/12465	2.48786148495253e-11	4.33143063662248e-10	2.96461766695423e-10	207/695/2207/3596/3565/3567/27040/4067/5606/5603/1432/2206/5293/5294/5320/26279/30814/100137049/5580/5879/6850/7124	22
Microglia Pathogen Phagocytosis Pathway%WikiPathways_20190910%WP3937%Homo sapiens	Microglia Pathogen Phagocytosis Pathway%WikiPathways_20190910%WP3937%Homo sapiens	16/627	40/12465	2.82826390694685e-11	4.86174985523269e-10	3.32759097912601e-10	712/1535/1536/2207/3055/3684/3689/27040/4067/5293/5294/5879/6850/54210/54209/7305	16
Complement and Coagulation Cascades%WikiPathways_20190910%WP558%Homo sapiens	Complement and Coagulation Cascades%WikiPathways_20190910%WP558%Homo sapiens	19/627	59/12465	3.44284970723572e-11	5.84423737803263e-10	4.00004775195939e-10	623/712/718/719/721/728/1191/2161/2147/2149/2152/2157/3818/3827/5624/5265/462/5054/5345	19
REACTOME_NOD1_2_SIGNALING_PATHWAY	REACTOME_NOD1_2_SIGNALING_PATHWAY	15/627	35/12465	3.59981807677985e-11	6.0352505534161e-10	4.13078539544718e-10	329/330/837/1147/1540/3551/8517/3656/83737/5603/1432/10392/64127/8767/7128	15
Oncostatin M Signaling Pathway%WikiPathways_20190910%WP2374%Homo sapiens	Oncostatin M Signaling Pathway%WikiPathways_20190910%WP2374%Homo sapiens	20/627	66/12465	3.67273591147890e-11	6.08240898510775e-10	4.1630626570422e-10	207/6347/1051/2353/3091/3572/3717/3949/1432/4314/4790/4792/5008/9180/5580/5970/253260/5054/9021/6774	20
TLR4 Signaling and Tolerance%WikiPathways_20190910%WP3851%Homo sapiens	TLR4 Signaling and Tolerance%WikiPathways_20190910%WP3851%Homo sapiens	14/627	30/12465	3.96156492482002e-11	6.48169297338023e-10	4.4363498143514e-10	1147/3576/3551/8517/3569/3661/4615/4790/4792/29110/148022/114609/7099/7124	14
Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway%WikiPathways_20190910%WP2203%Homo sapiens	Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway%WikiPathways_20190910%WP2203%Homo sapiens	17/627	47/12465	4.54752827654914e-11	7.35183738042112e-10	5.03191412054247e-10	207/695/6356/3576/3055/3559/3569/3717/4067/1432/4790/4792/5970/5971/6774/7292/85480	17
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS	28/627	132/12465	6.180596041513e-11	9.8744110874996e-10	6.75847220390833e-10	197/335/351/948/66005/1191/1893/2157/2335/3082/3479/3700/3827/5004/5005/5196/5473/5919/6403/5265/12/5054/5345/6647/7040/7057/7076/7114	28
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	21/627	75/12465	6.32341754878129e-11	9.98511747819185e-10	6.83424442542702e-10	207/29760/695/975/1147/2213/2353/3551/8517/3725/4067/4775/4776/4790/4792/118788/5293/5294/5879/5970/6850	21
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	20/627	68/12465	6.74544093745477e-11	1.05290905667397e-09	7.20656303420758e-10	6352/1147/2919/3576/3579/1956/50848/3551/8517/83700/3725/4067/5603/1432/4790/4792/10392/5879/5970/10312	20
T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection%WikiPathways_20190910%WP3863%Homo sapiens	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection%WikiPathways_20190910%WP3863%Homo sapiens	19/627	62/12465	9.15221470224638e-11	1.41235313246029e-09	9.66675308861669e-10	207/940/959/1147/2353/3458/3551/8517/3586/3558/3565/3567/3725/27040/4790/4792/5588/5788/7124	19
Vitamin D Receptor Pathway%WikiPathways_20190910%WP2877%Homo sapiens	Vitamin D Receptor Pathway%WikiPathways_20190910%WP2877%Homo sapiens	33/627	186/12465	1.90319728294864e-10	2.89166584960928e-09	1.97918064119447e-09	215/240/604/623/654/929/4345/958/1050/11221/3091/9173/64806/3684/9314/3827/3868/3965/27035/5004/5005/5467/5588/5734/10125/6279/6280/6696/7040/7128/8600/7292/54210	33
Inflammatory Response Pathway%WikiPathways_20190910%WP453%Homo sapiens	Inflammatory Response Pathway%WikiPathways_20190910%WP453%Homo sapiens	14/627	33/12465	1.93771422911962e-10	2.89166584960928e-09	1.97918064119447e-09	940/958/959/2335/3458/3558/3559/3565/3566/3567/3568/7057/7132/7133	14
Resistin as a regulator of inflammation%WikiPathways_20190910%WP4481%Homo sapiens	Resistin as a regulator of inflammation%WikiPathways_20190910%WP4481%Homo sapiens	14/627	33/12465	1.93771422911962e-10	2.89166584960928e-09	1.97918064119447e-09	207/1147/3576/3551/8517/3593/3569/1432/4790/4792/5293/5294/5970/7124	14
KEGG_APOPTOSIS	KEGG_APOPTOSIS	22/627	87/12465	1.96900437297216e-10	2.90642167227848e-09	1.98928016170986e-09	207/472/329/330/1147/3551/8517/3552/3553/3554/3556/3656/4615/4790/4792/5293/5294/5970/7124/7132/8717/331	22
Prostaglandin Synthesis and Regulation%WikiPathways_20190910%WP98%Homo sapiens	Prostaglandin Synthesis and Regulation%WikiPathways_20190910%WP98%Homo sapiens	16/627	45/12465	2.29847581475686e-10	3.35626898541916e-09	2.2971750361407e-09	301/1910/5468/5729/5731/5732/5733/5734/9536/5737/5739/5740/5742/5743/7356/6915	16
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	11/627	19/12465	2.50203513986905e-10	3.61464225525763e-09	2.47401682923222e-09	929/948/3146/3929/23643/6279/6280/7096/7097/7099/10333	11
B Cell Receptor Signaling Pathway%WikiPathways_20190910%WP23%Homo sapiens	B Cell Receptor Signaling Pathway%WikiPathways_20190910%WP23%Homo sapiens	23/627	98/12465	3.83888826168694e-10	5.48758974670617e-09	3.75594275353969e-09	207/604/29760/695/975/1147/2113/3551/8517/3725/4067/1432/4775/4790/4792/118788/5294/5580/5788/5879/5966/5970/6850	23
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	19/627	67/12465	4.07294879502163e-10	5.76152548295769e-09	3.94343616886415e-09	9370/207/948/1147/3551/8517/3717/3952/4790/4792/5465/5588/5970/9021/6774/7124/7132/7133/8717	19
REACTOME_INFLAMMASOMES	REACTOME_INFLAMMASOMES	11/627	20/12465	5.30851963090294e-10	7.36270325113709e-09	5.03935119041474e-09	9447/351/4210/4790/58484/22861/114548/5027/9051/29108/5970	11
Senescence and Autophagy in Cancer%WikiPathways_20190910%WP615%Homo sapiens	Senescence and Autophagy in Cancer%WikiPathways_20190910%WP615%Homo sapiens	24/627	108/12465	5.31329100597522e-10	7.36270325113709e-09	5.03935119041474e-09	650/6348/960/1051/2919/3576/2335/3428/3458/3479/3552/3553/3569/3570/3572/3630/3725/5606/1432/5925/5054/4088/7040/7057	24
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	21/627	87/12465	1.28858801115781e-09	1.75524340155875e-08	1.20136417609207e-08	929/948/960/1435/1436/2056/3552/3553/3554/7850/3559/3565/3566/3567/3568/3569/3570/3673/3684/3815/7124	21
Regulatory circuits of the STAT3 signaling pathway%WikiPathways_20190910%WP4538%Homo sapiens	Regulatory circuits of the STAT3 signaling pathway%WikiPathways_20190910%WP4538%Homo sapiens	20/627	79/12465	1.29252091425534e-09	1.75524340155875e-08	1.20136417609207e-08	185/186/1956/2149/3459/3588/53833/3559/3568/3570/3572/3717/5603/1432/5598/9180/5788/253260/9021/6774	20
ACE Inhibitor Pathway%WikiPathways_20190910%WP554%Homo sapiens	ACE Inhibitor Pathway%WikiPathways_20190910%WP554%Homo sapiens	10/627	17/12465	1.36433119662086e-09	1.80547942660268e-08	1.23574787511834e-08	59272/183/185/186/623/624/1215/3827/4142/7040	10
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	10/627	17/12465	1.36433119662086e-09	1.80547942660268e-08	1.23574787511834e-08	1147/1660/3551/8517/4615/4790/4792/5970/148022/7098	10
Hepatitis C and Hepatocellular Carcinoma%WikiPathways_20190910%WP3646%Homo sapiens	Hepatitis C and Hepatocellular Carcinoma%WikiPathways_20190910%WP3646%Homo sapiens	16/627	50/12465	1.38269411168394e-09	1.80547942660268e-08	1.23574787511834e-08	207/330/960/3576/3091/3569/3570/3725/1432/4790/4843/5743/5879/4088/6774/7040	16
Structural Pathway of Interleukin 1 (IL-1)%WikiPathways_20190910%WP2637%Homo sapiens	Structural Pathway of Interleukin 1 (IL-1)%WikiPathways_20190910%WP2637%Homo sapiens	16/627	50/12465	1.38269411168394e-09	1.80547942660268e-08	1.23574787511834e-08	1147/2353/3551/3552/3554/3556/3656/5606/1432/9261/4615/4790/4792/5970/9252/54472	16
Vitamin D in inflammatory diseases%WikiPathways_20190910%WP4482%Homo sapiens	Vitamin D in inflammatory diseases%WikiPathways_20190910%WP4482%Homo sapiens	11/627	22/12465	2.03247365360074e-09	2.62866592532363e-08	1.79917216654582e-08	1147/3551/8517/3569/5606/1432/4790/4792/5970/4088/7124	11
REACTOME_REGULATION_OF_TNFR1_SIGNALING	REACTOME_REGULATION_OF_TNFR1_SIGNALING	13/627	33/12465	2.6345495752855e-09	3.37520596531859e-08	2.31013632073197e-08	329/330/1147/1540/3551/8517/90268/81858/7124/7128/7132/8717/331	13
Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	17/627	61/12465	4.59739621353684e-09	5.83482622241405e-08	3.99360635174917e-08	1147/3627/3576/1540/3458/3551/8517/3661/5603/1432/4790/4792/79671/5970/29110/7124/8717	17
RAC1/PAK1/p38/MMP2 Pathway%WikiPathways_20190910%WP3303%Homo sapiens	RAC1/PAK1/p38/MMP2 Pathway%WikiPathways_20190910%WP3303%Homo sapiens	18/627	69/12465	5.17256360947753e-09	6.50401979784304e-08	4.45163125455035e-08	207/1147/1956/2335/3551/8517/5603/1432/4790/4792/4843/5879/5970/6774/7010/10318/79155/79931	18
Overview of nanoparticle effects%WikiPathways_20190910%WP3287%Homo sapiens	Overview of nanoparticle effects%WikiPathways_20190910%WP3287%Homo sapiens	10/627	19/12465	5.91138762669481e-09	7.36482972206564e-08	5.04080663869774e-08	1401/3576/2335/3162/3569/4798/5293/5742/5743/7124	10
EBV LMP1 signaling%WikiPathways_20190910%WP262%Homo sapiens	EBV LMP1 signaling%WikiPathways_20190910%WP262%Homo sapiens	11/627	24/12465	6.55638991530115e-09	7.97285466127659e-08	5.45696509255657e-08	6364/6352/1147/3576/3551/8517/4790/4792/5970/7124/8717	11
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	11/627	24/12465	6.55638991530115e-09	7.97285466127659e-08	5.45696509255657e-08	177/351/1147/3146/3551/8517/4790/4792/5970/6283/6288	11
Differentiation Pathway%WikiPathways_20190910%WP2848%Homo sapiens	Differentiation Pathway%WikiPathways_20190910%WP2848%Homo sapiens	15/627	48/12465	6.57555023610441e-09	7.97285466127659e-08	5.45696509255657e-08	1270/1435/1436/2056/3082/3479/3569/3570/3630/3815/4851/4907/7040/8600/7474	15
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	18/627	71/12465	8.48644632544979e-09	1.01987558495228e-07	6.9804677274077e-08	1147/3627/3576/1540/3440/3551/8517/3593/3661/5603/1432/4790/4792/79671/5970/29110/7124/8717	18
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	12/627	30/12465	8.87444786447859e-09	1.05714914034754e-07	7.23558399292206e-08	329/330/1147/1540/3551/8517/81858/7124/7128/7132/8717/331	12
Type II interferon signaling (IFNG)%WikiPathways_20190910%WP619%Homo sapiens	Type II interferon signaling (IFNG)%WikiPathways_20190910%WP619%Homo sapiens	13/627	37/12465	1.35860302788232e-08	1.60433296683842e-07	1.09807457539596e-07	4261/3627/4283/1536/3383/3440/3458/3459/3553/3717/4843/5580/9021	13
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	21/627	99/12465	1.5518357740429e-08	1.81671808719849e-07	1.24344009843909e-07	695/929/948/1147/1535/1536/3133/3551/8517/23643/4615/5682/5687/5692/8773/114609/7096/7097/7099/10333/8673	21
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER	42/627	325/12465	1.61998025949098e-08	1.88028477981944e-07	1.28694788045932e-07	207/26060/613/329/330/650/1050/1147/1436/3576/1956/2113/2335/2353/2950/3082/3091/3479/3551/8517/3569/3673/3725/3815/4318/4790/4792/4843/5293/5294/5467/5468/5743/5879/5925/5970/4088/6608/6774/7040/7474/331	42
Apoptosis%WikiPathways_20190910%WP254%Homo sapiens	Apoptosis%WikiPathways_20190910%WP254%Homo sapiens	19/627	86/12465	3.74587399883132e-08	4.31092956814655e-07	2.9505858527815e-07	207/329/330/837/1147/3479/3551/8517/3661/3725/4049/4790/4792/5970/7124/7132/7133/8717/331	19
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	18/627	78/12465	4.17050494265142e-08	4.75928211102573e-07	3.25745764207094e-07	177/351/1147/1540/3146/3440/3551/8517/3661/83737/4790/4792/79671/5970/6283/6288/29110/7128	18
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	16/627	63/12465	5.57937484625963e-08	6.31399253435048e-07	4.3215684116204e-07	1147/1660/3428/3551/8517/3661/4615/4790/4792/197358/147945/5970/29110/148022/7098/11277	16
Estrogen signaling pathway%WikiPathways_20190910%WP712%Homo sapiens	Estrogen signaling pathway%WikiPathways_20190910%WP712%Homo sapiens	10/627	23/12465	6.09268206145501e-08	6.78185429463599e-07	4.64179314949506e-07	207/1147/2099/2353/2852/3551/8517/3725/1432/4790	10
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	10/627	23/12465	6.09268206145501e-08	6.78185429463599e-07	4.64179314949506e-07	329/330/929/1147/3551/8517/23643/148022/353376/7099	10
IL-3 Signaling Pathway%WikiPathways_20190910%WP286%Homo sapiens	IL-3 Signaling Pathway%WikiPathways_20190910%WP286%Homo sapiens	14/627	49/12465	7.55257068834741e-08	8.33852926404536e-07	5.70724853899082e-07	207/1232/3576/5169/2353/3055/3568/3717/3725/4067/5293/6774/6850/7040	14
MAPK Signaling Pathway%WikiPathways_20190910%WP382%Homo sapiens	MAPK Signaling Pathway%WikiPathways_20190910%WP382%Homo sapiens	34/627	249/12465	1.01901673954286e-07	1.11598768733806e-06	7.63830034818627e-07	207/929/1147/11221/1956/2353/3551/8517/3552/3553/3554/7850/3725/120892/5606/5603/1432/5598/9261/4137/4775/4790/100137049/8605/5580/5879/10125/5970/5971/8986/9252/7040/7124/7132	34
Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	26/627	160/12465	1.04748311197576e-07	1.1275833031906e-06	7.71766573689867e-07	9370/207/6347/1050/3576/3551/3552/3553/3569/3570/3630/83737/3725/3952/4790/10062/9971/5293/5465/5879/5970/9021/7040/7124/7132/7412	26
IL-6 signaling pathway%WikiPathways_20190910%WP364%Homo sapiens	IL-6 signaling pathway%WikiPathways_20190910%WP364%Homo sapiens	13/627	43/12465	1.05451457662155e-07	1.1275833031906e-06	7.71766573689867e-07	183/207/1401/3055/3569/3570/3572/3717/5580/5879/9021/6774/7076	13
REACTOME_TNF_SIGNALING	REACTOME_TNF_SIGNALING	13/627	43/12465	1.05451457662155e-07	1.1275833031906e-06	7.71766573689867e-07	329/330/1147/1540/3551/8517/90268/81858/7124/7128/7132/8717/331	13
KEGG_ASTHMA	KEGG_ASTHMA	11/627	30/12465	1.08748648168848e-07	1.15375518916637e-06	7.89679739581357e-07	6356/958/959/2207/3586/3596/3565/3567/3578/2206/7124	11
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	15/627	58/12465	1.11915748005013e-07	1.17815182783571e-06	8.06377849762759e-07	246/240/2053/2678/2687/2876/2879/5320/26279/30814/100137049/9536/5740/5742/5743	15
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	13/627	44/12465	1.42859797680717e-07	1.49233542500318e-06	1.02141863442974e-06	84868/3600/3558/59067/3559/3567/3568/3578/3717/3965/5293/6774/6850	13
REACTOME_THE_NLRP3_INFLAMMASOME	REACTOME_THE_NLRP3_INFLAMMASOME	8/627	15/12465	1.84304537305679e-07	1.91057680657338e-06	1.30768104813913e-06	351/4210/4790/114548/5027/9051/29108/5970	8
KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY	27/627	177/12465	2.26509495495102e-07	2.33030223395719e-06	1.59495920671591e-06	107/113/114/135/136/185/623/624/683/814/10800/1910/1956/2149/3269/56413/91807/4843/5023/5027/5724/5731/5733/5737/8877/6869/6915	27
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	12/627	39/12465	2.64238693693952e-07	2.69801613561193e-06	1.84663843713304e-06	2161/2147/2149/2152/2157/3818/3827/5196/5197/5547/5624/462	12
IL-5 Signaling Pathway%WikiPathways_20190910%WP127%Homo sapiens	IL-5 Signaling Pathway%WikiPathways_20190910%WP127%Homo sapiens	12/627	40/12465	3.60384513133619e-07	3.625201250633e-06	2.48124386040535e-06	207/695/2353/3558/3568/3717/3725/4067/4137/5294/6774/6850	12
Interactions between immune cells and microRNAs in tumor microenvironment%WikiPathways_20190910%WP4559%Homo sapiens	Interactions between immune cells and microRNAs in tumor microenvironment%WikiPathways_20190910%WP4559%Homo sapiens	12/627	40/12465	3.60384513133619e-07	3.625201250633e-06	2.48124386040535e-06	6347/6352/3627/3559/3565/3566/4790/6774/7040/7099/51284/51311	12
Eicosanoid Synthesis%WikiPathways_20190910%WP167%Homo sapiens	Eicosanoid Synthesis%WikiPathways_20190910%WP167%Homo sapiens	10/627	27/12465	3.7399097018596e-07	3.73440983465098e-06	2.55599091853098e-06	246/240/2678/728441/5320/100137049/9536/5740/5742/5743	10
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY	34/627	267/12465	5.47474615199163e-07	5.42679217109828e-06	3.71433027445917e-06	207/929/1147/11221/1956/2353/3551/8517/3552/3553/3554/7850/3725/5606/5603/1432/5598/9261/4137/4776/4790/5320/26279/30814/100137049/5879/10125/5970/5971/8986/9252/7040/7124/7132	34
PI3K-Akt Signaling Pathway%WikiPathways_20190910%WP4172%Homo sapiens	PI3K-Akt Signaling Pathway%WikiPathways_20190910%WP4172%Homo sapiens	40/627	345/12465	6.72673011428311e-07	6.61949238782353e-06	4.53066566812509e-06	207/1147/84699/1435/1436/1956/1969/2056/2149/2335/3082/3440/3479/3551/8517/3558/3559/3565/3566/3569/3570/3630/3673/3694/3717/3815/4790/5008/9180/118788/5293/5294/5879/5970/6696/6850/7010/7057/7097/7099	40
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	17/627	84/12465	7.40114245580271e-07	7.23075644243171e-06	4.94904111205891e-06	207/329/330/1147/2335/3551/8517/3673/4790/4792/4843/5293/5294/5743/5925/5970/331	17
Brain-Derived Neurotrophic Factor (BDNF) signaling pathway%WikiPathways_20190910%WP2380%Homo sapiens	Brain-Derived Neurotrophic Factor (BDNF) signaling pathway%WikiPathways_20190910%WP2380%Homo sapiens	23/627	144/12465	7.78899749110944e-07	7.55532756637616e-06	5.17119156740574e-06	207/650/814/1147/1268/2353/3551/8517/3717/3725/1432/5598/4137/4776/4790/4792/5580/5879/5970/9252/140885/6696/6774	23
Apoptosis Modulation and Signaling%WikiPathways_20190910%WP1772%Homo sapiens	Apoptosis Modulation and Signaling%WikiPathways_20190910%WP1772%Homo sapiens	18/627	94/12465	8.30640916468505e-07	8.00007350754773e-06	5.47559484316305e-06	329/330/837/2353/3551/3554/7850/3725/4615/4671/4790/4792/5587/7132/7133/54472/8717/331	18
Leptin signaling pathway%WikiPathways_20190910%WP2034%Homo sapiens	Leptin signaling pathway%WikiPathways_20190910%WP2034%Homo sapiens	16/627	76/12465	8.95284134819201e-07	8.56194264143996e-06	5.86016227609603e-06	207/1147/2099/3551/8517/3553/3557/3717/3952/1432/4790/5879/5966/5970/9021/6774	16
REACTOME_ARACHIDONIC_ACID_METABOLISM	REACTOME_ARACHIDONIC_ACID_METABOLISM	14/627	59/12465	9.32202861513706e-07	8.85266773381547e-06	6.05914704980937e-06	4363/246/240/57834/2053/2678/2687/2876/2879/9261/9536/5740/5742/5743	14
