ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GOterm
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	21/1559	55/12465	1.16956381393537e-06	5.00078960649168e-06	2.50348846770213e-06	103/9447/834/6352/3627/3440/3456/3551/9641/8517/3553/90865/3569/3661/3665/4790/4792/29108/5970/8737/11035	21	ann_GO0006915.txt.txt
G1 to S cell cycle control%WikiPathways_20190910%WP45%Homo sapiens	G1 to S cell cycle control%WikiPathways_20190910%WP45%Homo sapiens	23/1559	64/12465	1.27700275143295e-06	5.44613769827062e-06	2.72643802159546e-06	472/894/983/1019/1026/1027/1029/1032/1385/10488/90993/1869/1870/1871/1647/4171/4193/4331/4609/5925/7027/7029/7157	23	ann_GO0006915.txt.txt
Alpha 6 Beta 4 signaling pathway%WikiPathways_20190910%WP244%Homo sapiens	Alpha 6 Beta 4 signaling pathway%WikiPathways_20190910%WP244%Homo sapiens	16/1559	35/12465	1.30084000076156e-06	5.53357323400881e-06	2.7702098801643e-06	207/3265/8660/3655/5594/1432/5595/2475/5295/5578/5580/5747/387/6464/6654/6714	16	ann_GO0006915.txt.txt
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	47/1559	186/12465	1.33548986105609e-06	5.6664390779848e-06	2.83672499763967e-06	8915/695/84433/997/8454/2207/2534/3265/3551/8517/3708/3725/3845/4067/10892/6416/5609/6885/5594/5595/5599/5601/4790/4792/5058/5062/5170/5290/5291/5295/5335/5534/5588/5716/10197/5970/6233/6464/6654/6850/7189/7311/7314/7316/7409/7410/10451	47	ann_GO0006915.txt.txt
REACTOME_TCR_SIGNALING	REACTOME_TCR_SIGNALING	35/1559	122/12465	1.33891883646077e-06	5.66649579002148e-06	2.83675338874208e-06	8915/84433/916/917/997/8454/3551/8517/3635/3932/10892/6885/4690/4790/4792/5058/5062/5063/5170/5290/5291/5295/5335/5588/5716/10197/5728/5788/5970/8767/6233/7189/7311/7314/7316	35	ann_GO0006915.txt.txt
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS	33/1559	112/12465	1.38531249906238e-06	5.84280662267394e-06	2.92501787715475e-06	367/6790/699/815/817/983/8454/9700/3479/3480/3630/3708/4085/5594/5595/5347/5499/5515/5516/5518/5519/5533/5534/6195/6196/6197/9748/7529/7531/7532/7533/10971/7534	33	ann_GO0006915.txt.txt
REACTOME_CD209_DC_SIGN_SIGNALING	REACTOME_CD209_DC_SIGN_SIGNALING	12/1559	21/12465	1.39114443396999e-06	5.84280662267394e-06	2.92501787715475e-06	1387/2033/2534/3265/3845/4067/4790/5058/5062/5063/5894/5970	12	ann_GO0006915.txt.txt
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	REACTOME_SIGNAL_TRANSDUCTION_BY_L1	12/1559	21/12465	1.39114443396999e-06	5.84280662267394e-06	2.92501787715475e-06	1457/1459/1956/2260/3678/3685/3688/5594/5595/8829/5058/7410	12	ann_GO0006915.txt.txt
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	26/1559	78/12465	1.39975405829026e-06	5.86412116844328e-06	2.93568833596761e-06	208/2255/26281/2249/2253/2260/2263/2261/2322/2323/10818/3265/3630/8660/3845/5594/5595/5170/5290/5291/5295/6464/6654/10312/117145/57761	26	ann_GO0006915.txt.txt
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	22/1559	60/12465	1.4634406857539e-06	6.11548639210508e-06	3.06152645117281e-06	1386/1822/8535/1958/3065/3066/8841/3725/23028/10542/5594/5595/2122/2475/7101/5468/5728/5978/10670/6615/6591/7157	22	ann_GO0006915.txt.txt
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER	REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER	10/1559	15/12465	1.50704531220083e-06	6.2818798315105e-06	3.14482610771345e-06	102/6868/28514/3714/9148/4851/6233/7311/7314/7316	10	ann_GO0006915.txt.txt
Transcription co-factors SKI and SKIL protein partners%WikiPathways_20190910%WP4533%Homo sapiens	Transcription co-factors SKI and SKIL protein partners%WikiPathways_20190910%WP4533%Homo sapiens	11/1559	18/12465	1.55328379685158e-06	6.4583905237513e-06	3.23319064956047e-06	3065/8841/3622/9113/26524/4204/10461/4763/25942/6498/6788	11	ann_GO0006915.txt.txt
Retinoblastoma Gene in Cancer%WikiPathways_20190910%WP2446%Homo sapiens	Retinoblastoma Gene in Cancer%WikiPathways_20190910%WP2446%Homo sapiens	28/1559	88/12465	1.6084006077218e-06	6.67084152052616e-06	3.33954757761184e-06	25/580/983/1019/1026/1027/1111/1786/1869/1870/1871/11124/3065/3146/3148/4193/2956/4609/5591/3275/5894/5925/25942/6502/7027/7029/7153/7157	28	ann_GO0006915.txt.txt
Primary Focal Segmental Glomerulosclerosis FSGS%WikiPathways_20190910%WP2572%Homo sapiens	Primary Focal Segmental Glomerulosclerosis FSGS%WikiPathways_20190910%WP2572%Homo sapiens	25/1559	74/12465	1.67930089107102e-06	6.94753161667539e-06	3.4780637959182e-06	81/207/1026/1027/1285/1499/1514/22943/2534/3611/3685/3688/3856/4040/4690/4851/5076/5329/5335/5747/7040/7099/7471/7490/10971	25	ann_GO0006915.txt.txt
Thermogenesis%WikiPathways_20190910%WP4321%Homo sapiens	Thermogenesis%WikiPathways_20190910%WP4321%Homo sapiens	32/1559	108/12465	1.74160329532236e-06	7.18736285308407e-06	3.59812778216639e-06	55811/84335/1386/353500/656/1268/1385/10488/90993/8193/26291/2260/10818/2641/3265/23028/3845/4217/1432/2475/5468/10891/5562/5563/6194/6195/6196/6197/6198/6654/6655/7249	32	ann_GO0006915.txt.txt
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	38/1559	139/12465	1.77745678570433e-06	7.31712359177044e-06	3.66308842606953e-06	351/834/8454/3146/3551/8517/3596/3552/3553/90865/3565/3654/6416/5608/6885/5599/4615/4790/4792/10392/64127/246330/5716/10197/5771/5777/5970/8767/6233/6285/4088/8878/6774/79155/7189/7311/7314/7316	38	ann_GO0006915.txt.txt
REACTOME_SIGNALLING_TO_ERKS	REACTOME_SIGNALLING_TO_ERKS	15/1559	32/12465	1.88550316365085e-06	7.74269739726922e-06	3.87613860375332e-06	673/1399/10818/3265/3845/5594/1432/5595/4803/4914/5899/6464/6654/6714/7529	15	ann_GO0006915.txt.txt
REACTOME_TP53_REGULATES_METABOLIC_GENES	REACTOME_TP53_REGULATES_METABOLIC_GENES	27/1559	84/12465	1.97145870254898e-06	8.07147611620708e-06	4.04073135730934e-06	192670/207/208/54205/54541/2539/27165/10542/2475/7001/25824/5562/5563/5728/10670/50484/2810/57103/7157/8626/7249/7529/7531/7532/7533/10971/7534	27	ann_GO0006915.txt.txt
REACTOME_CELLULAR_SENESCENCE	REACTOME_CELLULAR_SENESCENCE	48/1559	194/12465	1.9752979524895e-06	8.07147611620708e-06	4.04073135730934e-06	192670/472/8535/1019/1026/1027/1029/1032/1051/1869/1870/1871/8091/3397/3456/3552/3569/3725/6416/5608/5609/4217/9448/5594/1432/5595/5598/5599/5601/4193/4194/4361/4683/4790/5925/5970/6233/6195/6196/6197/6774/7013/7027/7029/7157/7311/7314/7316	48	ann_GO0006915.txt.txt
Aryl Hydrocarbon Receptor Pathway%WikiPathways_20190910%WP2873%Homo sapiens	Aryl Hydrocarbon Receptor Pathway%WikiPathways_20190910%WP2873%Homo sapiens	19/1559	48/12465	1.98773367042681e-06	8.10233454358252e-06	4.05617966110631e-06	196/581/1027/1545/1956/2033/3458/3592/3593/3553/3558/3725/8648/4780/1728/5055/6714/7040/7124	19	ann_GO0006915.txt.txt
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION	24/1559	70/12465	2.00057589807586e-06	8.11480541542264e-06	4.06242281194661e-06	369/673/1392/10672/2771/2773/2895/3265/3479/3480/3708/3845/4067/5594/5595/8398/5515/5516/5518/5519/5578/5579/5582/5894	24	ann_GO0006915.txt.txt
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION	24/1559	70/12465	2.00057589807586e-06	8.11480541542264e-06	4.06242281194661e-06	369/468/673/815/817/1387/2033/2902/2903/3265/3708/3845/5594/5595/5499/5533/5534/5578/5579/5582/5894/6195/6196/6197	24	ann_GO0006915.txt.txt
REACTOME_FRS2_MEDIATED_ACTIVATION	REACTOME_FRS2_MEDIATED_ACTIVATION	8/1559	10/12465	2.09801458375106e-06	8.48928340108052e-06	4.24989347003746e-06	673/1399/10818/5594/5595/4803/4914/7529	8	ann_GO0006915.txt.txt
Interactions between immune cells and microRNAs in tumor microenvironment%WikiPathways_20190910%WP4559%Homo sapiens	Interactions between immune cells and microRNAs in tumor microenvironment%WikiPathways_20190910%WP4559%Homo sapiens	17/1559	40/12465	2.13325033086165e-06	8.58995703616377e-06	4.30029256783301e-06	6347/6352/29126/1493/3627/3559/3560/3565/4790/5133/6774/7040/7042/7043/7048/7099/7189	17	ann_GO0006915.txt.txt
REACTOME_DAP12_INTERACTIONS	REACTOME_DAP12_INTERACTIONS	17/1559	40/12465	2.13325033086165e-06	8.58995703616377e-06	4.30029256783301e-06	695/23601/2534/3265/3845/3932/5290/5291/5295/5335/6464/6654/6850/54209/7305/7410/10451	17	ann_GO0006915.txt.txt
Cardiac Progenitor Differentiation%WikiPathways_20190910%WP2406%Homo sapiens	Cardiac Progenitor Differentiation%WikiPathways_20190910%WP2406%Homo sapiens	20/1559	53/12465	2.59990642449947e-06	1.04436919085826e-05	5.22830678967779e-06	70/652/7852/22943/2626/2932/3479/3624/3630/3670/3791/1432/4208/1482/4838/9241/4851/6657/7040/89780	20	ann_GO0006915.txt.txt
MECP2 and Associated Rett Syndrome%WikiPathways_20190910%WP3584%Homo sapiens	MECP2 and Associated Rett Syndrome%WikiPathways_20190910%WP3584%Homo sapiens	24/1559	71/12465	2.66743802654698e-06	1.06826024664593e-05	5.34790986709583e-06	207/26084/604/627/815/1385/1869/2249/2902/3065/3479/4099/4204/4208/2475/4763/5457/5728/5978/6194/6446/25942/6750/23435	24	ann_GO0006915.txt.txt
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER	14/1559	29/12465	2.6851387754753e-06	1.06826024664593e-05	5.34790986709583e-06	673/1499/3265/3845/51176/5594/5595/4609/4914/7849/5468/5979/6934/7157	14	ann_GO0006915.txt.txt
Nanoparticle-mediated activation of receptor signaling%WikiPathways_20190910%WP2643%Homo sapiens	Nanoparticle-mediated activation of receptor signaling%WikiPathways_20190910%WP2643%Homo sapiens	14/1559	29/12465	2.6851387754753e-06	1.06826024664593e-05	5.34790986709583e-06	1956/3265/3672/3688/3845/5594/1432/5599/5601/5293/5747/5894/6654/6714	14	ann_GO0006915.txt.txt
REACTOME_MITOPHAGY	REACTOME_MITOPHAGY	14/1559	29/12465	2.6851387754753e-06	1.06826024664593e-05	5.34790986709583e-06	9474/1457/1459/9927/65018/5071/6233/8878/6714/56993/7311/7314/7316/7416	14	ann_GO0006915.txt.txt
PI3K/AKT/mTOR - VitD3 Signalling%WikiPathways_20190910%WP4141%Homo sapiens	PI3K/AKT/mTOR - VitD3 Signalling%WikiPathways_20190910%WP4141%Homo sapiens	12/1559	22/12465	2.71193066126727e-06	1.07633803039292e-05	5.38834875784406e-06	207/2932/3586/3592/3939/2475/4609/5290/5563/5970/7249/7421	12	ann_GO0006915.txt.txt
REACTOME_CLEC7A_DECTIN_1_SIGNALING	REACTOME_CLEC7A_DECTIN_1_SIGNALING	30/1559	100/12465	2.74080206411402e-06	1.08520062634013e-05	5.43271656471791e-06	8915/84433/64170/841/997/64581/8454/3551/8517/3553/3708/10892/6885/4790/4792/5170/5534/5580/5716/10197/29108/5970/6233/6714/6850/7189/7311/7314/7316/9040	30	ann_GO0006915.txt.txt
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	19/1559	49/12465	2.86855887609146e-06	1.13038935283509e-05	5.65893975055923e-06	6790/581/7832/983/1026/1027/1869/2033/1647/4869/5325/10769/1263/28984/2810/7027/7029/7157/25946	19	ann_GO0006915.txt.txt
Regulation of Microtubule Cytoskeleton%WikiPathways_20190910%WP2038%Homo sapiens	Regulation of Microtubule Cytoskeleton%WikiPathways_20190910%WP2038%Homo sapiens	19/1559	49/12465	2.86855887609146e-06	1.13038935283509e-05	5.65893975055923e-06	25/207/324/9212/998/983/2932/4137/5058/5290/5578/5728/6093/6714/6774/57551/7074/7204/89780	19	ann_GO0006915.txt.txt
MAPK Cascade%WikiPathways_20190910%WP422%Homo sapiens	MAPK Cascade%WikiPathways_20190910%WP422%Homo sapiens	15/1559	33/12465	3.05829944927434e-06	1.20230302993984e-05	6.01895301939998e-06	369/673/3265/3725/3845/6416/5608/5609/7786/5594/1432/5595/5894/6654/6655	15	ann_GO0006915.txt.txt
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	16/1559	37/12465	3.22653974945759e-06	1.26544431308514e-05	6.33505004932696e-06	475/847/54205/30001/2876/2950/653361/50507/79400/318/5034/7001/10935/25824/6647/6648	16	ann_GO0006915.txt.txt
BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation%WikiPathways_20190910%WP3876%Homo sapiens	BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation%WikiPathways_20190910%WP3876%Homo sapiens	9/1559	13/12465	3.26558949706591e-06	1.2739602683497e-05	6.37768250834626e-06	10018/650/1499/22943/2308/7044/6422/6750/54361	9	ann_GO0006915.txt.txt
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	9/1559	13/12465	3.26558949706591e-06	1.2739602683497e-05	6.37768250834626e-06	841/1540/8772/8737/7124/7128/7132/8717/7186	9	ann_GO0006915.txt.txt
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	11/1559	19/12465	3.27129038165746e-06	1.2739602683497e-05	6.37768250834626e-06	472/11200/2033/133746/4193/4194/6233/7157/7311/7314/7316	11	ann_GO0006915.txt.txt
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	10/1559	16/12465	3.56675309391305e-06	1.38253350065461e-05	6.92122034209886e-06	8454/3551/8517/6416/4790/6233/79155/7311/7314/7316	10	ann_GO0006915.txt.txt
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	10/1559	16/12465	3.56675309391305e-06	1.38253350065461e-05	6.92122034209886e-06	23370/5590/387/6233/7040/7046/7048/7311/7314/7316	10	ann_GO0006915.txt.txt
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	27/1559	87/12465	4.1937595539207e-06	1.62178254078192e-05	8.11894562150271e-06	929/914/952/916/917/960/921/1436/1437/2056/2322/2323/3552/3553/3559/3565/3569/3570/3574/3575/3672/3676/3678/3655/3684/4254/7124	27	ann_GO0006915.txt.txt
Folate Metabolism%WikiPathways_20190910%WP176%Homo sapiens	Folate Metabolism%WikiPathways_20190910%WP176%Homo sapiens	24/1559	73/12465	4.64427812068809e-06	1.78766993090987e-05	8.94940880992284e-06	213/847/6347/1491/2243/2244/2266/2876/3383/3458/3553/3558/3565/3569/3630/4353/4790/5970/55312/5054/6647/6648/7124/7157	24	ann_GO0006915.txt.txt
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	24/1559	73/12465	4.64427812068809e-06	1.78766993090987e-05	8.94940880992284e-06	23370/867/3065/4609/142/5499/23645/5590/387/6233/5054/6498/4088/22938/7027/7029/7040/7046/7048/7311/7314/7316/7323/9040	24	ann_GO0006915.txt.txt
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	17/1559	42/12465	4.78560553741283e-06	1.83780545985368e-05	9.2003966106694e-06	3479/3630/8660/3845/5594/5595/5170/5290/5291/5293/5294/5295/5578/5579/5582/2810/6446	17	ann_GO0006915.txt.txt
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	18/1559	47/12465	6.42365457354893e-06	2.46116465069692e-05	1.23210488842351e-05	1387/8454/2033/55294/3065/3066/8841/9759/23493/3091/4609/4851/6233/22938/7088/7311/7314/7316	18	ann_GO0006915.txt.txt
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	22/1559	65/12465	6.74018553554289e-06	2.57649027729623e-05	1.28983904621473e-05	369/408/409/10533/10018/673/815/817/2243/2244/2266/8087/3265/3717/3845/4000/5594/5595/5894/6714/8805/7529	22	ann_GO0006915.txt.txt
REACTOME_INTERLEUKIN_6_SIGNALING	REACTOME_INTERLEUKIN_6_SIGNALING	8/1559	11/12465	6.84388957685955e-06	2.59224036712557e-05	1.2977238346893e-05	867/3569/3570/3572/3717/9021/6772/6774	8	ann_GO0006915.txt.txt
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	8/1559	11/12465	6.84388957685955e-06	2.59224036712557e-05	1.2977238346893e-05	102/51107/83464/23385/5663/5664/55851/7534	8	ann_GO0006915.txt.txt
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	8/1559	11/12465	6.84388957685955e-06	2.59224036712557e-05	1.2977238346893e-05	10370/1387/2033/2056/3091/64344/25994/7422	8	ann_GO0006915.txt.txt
REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX	REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX	8/1559	11/12465	6.84388957685955e-06	2.59224036712557e-05	1.2977238346893e-05	6885/6233/148022/7098/7189/7311/7314/7316	8	ann_GO0006915.txt.txt
Cell migration and invasion through p75NTR%WikiPathways_20190910%WP4561%Homo sapiens	Cell migration and invasion through p75NTR%WikiPathways_20190910%WP4561%Homo sapiens	14/1559	31/12465	7.19425664149921e-06	2.70641083180208e-05	1.3548796968953e-05	207/208/627/1942/3725/4318/4804/4915/5058/387/6774/7074/7204/7291	14	ann_GO0006915.txt.txt
Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS%WikiPathways_20190910%WP4304%Homo sapiens	Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS%WikiPathways_20190910%WP4304%Homo sapiens	14/1559	31/12465	7.19425664149921e-06	2.70641083180208e-05	1.3548796968953e-05	429/650/652/1270/2736/3479/3553/4099/137814/6469/6663/30812/6662/7124	14	ann_GO0006915.txt.txt
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	14/1559	31/12465	7.19425664149921e-06	2.70641083180208e-05	1.3548796968953e-05	25/367/2736/2737/8841/9759/23493/3549/5594/5595/5925/4091/6714/10413	14	ann_GO0006915.txt.txt
Canonical and Non-Canonical TGF-B signaling%WikiPathways_20190910%WP3874%Homo sapiens	Canonical and Non-Canonical TGF-B signaling%WikiPathways_20190910%WP3874%Homo sapiens	10/1559	17/12465	7.68886315588717e-06	2.86647729789142e-05	1.43501195268953e-05	659/26585/4015/1432/5599/5601/4088/7040/7046/7048	10	ann_GO0006915.txt.txt
Leptin Insulin Overlap%WikiPathways_20190910%WP3935%Homo sapiens	Leptin Insulin Overlap%WikiPathways_20190910%WP3935%Homo sapiens	10/1559	17/12465	7.68886315588717e-06	2.86647729789142e-05	1.43501195268953e-05	207/3630/8660/3717/3952/5170/5294/8835/9021/6774	10	ann_GO0006915.txt.txt
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	10/1559	17/12465	7.68886315588717e-06	2.86647729789142e-05	1.43501195268953e-05	694/857/1026/1027/2308/2309/1647/9314/2660/4088	10	ann_GO0006915.txt.txt
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	10/1559	17/12465	7.68886315588717e-06	2.86647729789142e-05	1.43501195268953e-05	3551/8517/4615/4790/4792/5970/8737/11035/148022/7098	10	ann_GO0006915.txt.txt
REACTOME_SIGNALING_BY_NOTCH	REACTOME_SIGNALING_BY_NOTCH	55/1559	244/12465	7.84423401018645e-06	2.91784399616577e-05	1.46072707907413e-05	102/6868/192670/207/51107/83464/408/409/487/2683/1385/1387/8454/28514/1869/1871/1956/2033/55294/2324/3002/3065/3066/8841/9759/23493/3091/83737/3714/3725/4192/4609/23385/9148/4851/4853/5584/5663/5664/55851/5716/10197/171558/6233/4088/22938/6772/7027/7029/7088/7157/7311/7314/7316/7534	55	ann_GO0006915.txt.txt
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	9/1559	14/12465	8.1246870882827e-06	3.00197235622739e-05	1.50284330386943e-05	998/1630/1793/2534/4690/9423/5747/6714/7204	9	ann_GO0006915.txt.txt
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	9/1559	14/12465	8.1246870882827e-06	3.00197235622739e-05	1.50284330386943e-05	3551/8517/3654/246330/6233/7189/7311/7314/7316	9	ann_GO0006915.txt.txt
REACTOME_SIGNALING_BY_EGFRVIII_IN_CANCER	REACTOME_SIGNALING_BY_EGFRVIII_IN_CANCER	9/1559	14/12465	8.1246870882827e-06	3.00197235622739e-05	1.50284330386943e-05	867/1956/3265/3845/5290/5295/5335/6464/6654	9	ann_GO0006915.txt.txt
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	12/1559	24/12465	8.9073760843541e-06	3.28385264976521e-05	1.64395783170886e-05	5594/1432/5595/653361/27035/5300/5578/5579/5580/5590/6279/6280	12	ann_GO0006915.txt.txt
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS	35/1559	132/12465	9.42420373546647e-06	3.46668603040773e-05	1.73548762919431e-05	87/88/81/213/308/350/351/1072/1191/2243/2244/2266/2316/2621/3082/3273/3309/3479/3827/7044/5196/5578/5579/5582/5054/6647/5552/6810/7040/7042/7043/7057/7076/7078/7422	35	ann_GO0006915.txt.txt
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	20/1559	57/12465	9.47130034060005e-06	3.47630249226891e-05	1.74030180920667e-05	998/1072/9244/3313/3458/3586/3592/3593/3572/3717/4282/5034/5062/27250/5055/6647/6648/6772/6774/6950	20	ann_GO0006915.txt.txt
REACTOME_DOWNSTREAM_TCR_SIGNALING	REACTOME_DOWNSTREAM_TCR_SIGNALING	29/1559	101/12465	1.03720673611259e-05	3.79851208655803e-05	1.90160593654661e-05	8915/84433/916/917/997/8454/3551/8517/3635/3932/10892/6885/4790/4792/5170/5290/5291/5295/5588/5716/10197/5728/5970/8767/6233/7189/7311/7314/7316	29	ann_GO0006915.txt.txt
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	28/1559	96/12465	1.05864351346245e-05	3.86847927055992e-05	1.93663281271011e-05	10018/1490/1026/1029/1387/1499/2033/2309/9759/3676/3845/51176/4193/4609/4851/5716/10197/6233/4088/22938/6714/6934/7040/7157/7311/7314/7316/10413	28	ann_GO0006915.txt.txt
REACTOME_MITOTIC_G1_G1_S_PHASES	REACTOME_MITOTIC_G1_G1_S_PHASES	38/1559	149/12465	1.0659620464261e-05	3.88666161543053e-05	1.9457352333839e-05	25/207/208/894/983/1019/1026/1027/1029/1032/8454/1869/1870/1871/3065/3717/4067/4149/4171/4331/4605/4609/5515/5516/5518/5519/5716/10197/5925/6233/6502/6714/7027/7029/7153/7311/7314/7316	38	ann_GO0006915.txt.txt
Ovarian Infertility Genes%WikiPathways_20190910%WP34%Homo sapiens	Ovarian Infertility Genes%WikiPathways_20190910%WP34%Homo sapiens	14/1559	32/12465	1.13232871242702e-05	4.11959064455356e-05	2.0623438460409e-05	472/658/894/1019/1027/1051/1958/2661/3623/4292/5618/4088/6609/7421	14	ann_GO0006915.txt.txt
Type 2 papillary renal cell carcinoma%WikiPathways_20190910%WP4241%Homo sapiens	Type 2 papillary renal cell carcinoma%WikiPathways_20190910%WP4241%Homo sapiens	15/1559	36/12465	1.13752813684333e-05	4.12945115759975e-05	2.06728020262441e-05	9915/79444/1026/1387/8453/112398/112399/2033/3091/6421/7040/7042/7043/7422/7428	15	ann_GO0006915.txt.txt
REACTOME_CTLA4_INHIBITORY_SIGNALING	REACTOME_CTLA4_INHIBITORY_SIGNALING	11/1559	21/12465	1.20086275169722e-05	4.34037321365074e-05	2.1728717144573e-05	207/208/1493/2534/3932/4067/5515/5516/5518/5519/6714	11	ann_GO0006915.txt.txt
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	11/1559	21/12465	1.20086275169722e-05	4.34037321365074e-05	2.1728717144573e-05	3551/8517/3661/4615/4790/4792/5970/8737/11035/148022/7098	11	ann_GO0006915.txt.txt
REACTOME_SIGNALING_BY_PDGF	REACTOME_SIGNALING_BY_PDGF	20/1559	58/12465	1.27726437350688e-05	4.60113920335338e-05	2.30341602832767e-05	9564/1280/1285/1399/3265/3845/4690/8440/5159/5290/5291/5295/5335/5921/6654/6714/6772/6774/6777/7057	20	ann_GO0006915.txt.txt
REACTOME_INTERLEUKIN_1_SIGNALING	REACTOME_INTERLEUKIN_1_SIGNALING	29/1559	102/12465	1.27855646337909e-05	4.60113920335338e-05	2.30341602832767e-05	351/8454/3146/3551/8517/3552/3553/3654/6416/5608/6885/4615/4790/4792/10392/64127/246330/5716/10197/5970/8767/6233/6285/8878/79155/7189/7311/7314/7316	29	ann_GO0006915.txt.txt
