nodes	nodes2	type
5154	PDGFA	Gene
27006	FGF22	Gene
5155	PDGFB	Gene
51701	NLK	Gene
5156	PDGFRA	Gene
5566	PRKACA	Gene
5567	PRKACB	Gene
5058	PAK1	Gene
5568	PRKACG	Gene
1398	CRK	Gene
994	CDC25B	Gene
1399	CRKL	Gene
9175	MAP3K13	Gene
26279	PLA2G2D	Gene
998	CDC42	Gene
10125	RASGRP1	Gene
781	CACNA2D1	Gene
782	CACNB1	Gene
6722	SRF	Gene
783	CACNB2	Gene
6655	SOS2	Gene
784	CACNB3	Gene
785	CACNB4	Gene
1147	CHUK	Gene
786	CACNG1	Gene
5579	PRKCB	Gene
5894	RAF1	Gene
5578	PRKCA	Gene
7124	TNF	Gene
5062	PAK2	Gene
8569	MKNK1	Gene
50487	PLA2G3	Gene
5582	PRKCG	Gene
5778	PTPN7	Gene
9693	RAPGEF2	Gene
3305	HSPA1L	Gene
773	CACNA1A	Gene
3304	HSPA1B	Gene
5880	RAC2	Gene
3306	HSPA2	Gene
776	CACNA1D	Gene
777	CACNA1E	Gene
5881	RAC3	Gene
774	CACNA1B	Gene
3303	HSPA1A	Gene
84647	PLA2G12B	Gene
775	CACNA1C	Gene
1850	DUSP8	Gene
778	CACNA1F	Gene
779	CACNA1S	Gene
11184	MAP4K1	Gene
7132	TNFRSF1A	Gene
1852	DUSP9	Gene
5494	PPM1A	Gene
5495	PPM1B	Gene
5595	MAPK3	Gene
8986	RPS6KA4	Gene
93589	CACNA2D4	Gene
3310	HSPA6	Gene
5598	MAPK7	Gene
9965	FGF19	Gene
5879	RAC1	Gene
6654	SOS1	Gene
5594	MAPK1	Gene
11072	DUSP14	Gene
5871	MAP4K2	Gene
5599	MAPK8	Gene
1956	EGFR	Gene
9261	MAPKAPK2	Gene
1950	EGF	Gene
6237	RRAS	Gene
51347	TAOK3	Gene
55970	GNG12	Gene
4909	NTF4	Gene
3553	IL1B	Gene
22808	MRAS	Gene
4908	NTF3	Gene
3554	IL1R1	Gene
7157	TP53	Gene
355	FAS	Gene
3164	NR4A1	Gene
391013	PLA2G2C	Gene
356	FASLG	Gene
4915	NTRK2	Gene
4914	NTRK1	Gene
11261	CHP1	Gene
805	CALM2	Gene
800	CALD1	Gene
801	CALM1	Gene
1579	CYP4A11	Gene
10203	CALCRL	Gene
5739	PTGIR	Gene
94274	PPP1R14A	Gene
6093	ROCK1	Gene
10335	MRVI1	Gene
3710	ITPR3	Gene
140465	MYL6B	Gene
1909	EDNRA	Gene
2767	GNA11	Gene
10672	GNA13	Gene
2977	GUCY1A2	Gene
4638	MYLK	Gene
109	ADCY3	Gene
4637	MYL6	Gene
51806	CALML5	Gene
108	ADCY2	Gene
107	ADCY1	Gene
27094	KCNMB3	Gene
2776	GNAQ	Gene
2778	GNAS	Gene
810	CALML3	Gene
185	AGTR1	Gene
4629	MYH11	Gene
808	CALM3	Gene
5330	PLCB2	Gene
10242	KCNMB2	Gene
114	ADCY8	Gene
23236	PLCB1	Gene
115	ADCY9	Gene
4660	PPP1R12B	Gene
112	ADCY6	Gene
113	ADCY7	Gene
5331	PLCB3	Gene
111	ADCY5	Gene
5332	PLCB4	Gene
10398	MYL9	Gene
9826	ARHGEF11	Gene
3779	KCNMB1	Gene
3778	KCNMA1	Gene
387	RHOA	Gene
4659	PPP1R12A	Gene
5583	PRKCH	Gene
5580	PRKCD	Gene
5581	PRKCE	Gene
5588	PRKCQ	Gene
23365	ARHGEF12	Gene
85366	MYLK2	Gene
196883	ADCY4	Gene
5501	PPP1CC	Gene
5499	PPP1CA	Gene
5500	PPP1CB	Gene
2983	GUCY1B1	Gene
2982	GUCY1A1	Gene
72	ACTG2	Gene
5592	PRKG1	Gene
135	ADORA2A	Gene
10268	RAMP3	Gene
10267	RAMP1	Gene
59	ACTA2	Gene
10266	RAMP2	Gene
3708	ITPR1	Gene
136	ADORA2B	Gene
3709	ITPR2	Gene
369	ARAF	Gene
284541	CYP4A22	Gene
4882	NPR2	Gene
552	AVPR1A	Gene
553	AVPR1B	Gene
9475	ROCK2	Gene
4881	NPR1	Gene
146	ADRA1D	Gene
147	ADRA1B	Gene
148	ADRA1A	Gene
27345	KCNMB4	Gene
9138	ARHGEF1	Gene
91807	MYLK3	Gene
163688	CALML6	Gene
4041	LRP5	Gene
4040	LRP6	Gene
6423	SFRP2	Gene
6422	SFRP1	Gene
81839	VANGL1	Gene
8321	FZD1	Gene
8322	FZD4	Gene
10297	APC2	Gene
8323	FZD6	Gene
8324	FZD7	Gene
59343	SENP2	Gene
8325	FZD8	Gene
51176	LEF1	Gene
1387	CREBBP	Gene
8326	FZD9	Gene
144165	PRICKLE1	Gene
1488	CTBP2	Gene
1487	CTBP1	Gene
7484	WNT9B	Gene
7483	WNT9A	Gene
56998	CTNNBIP1	Gene
23500	DAAM2	Gene
79718	TBL1XR1	Gene
4316	MMP7	Gene
9350	CER1	Gene
57216	VANGL2	Gene
7482	WNT2B	Gene
7481	WNT11	Gene
7480	WNT10B	Gene
27123	DKK2	Gene
8312	AXIN1	Gene
8313	AXIN2	Gene
27121	DKK4	Gene
10725	NFAT5	Gene
64321	SOX17	Gene
1457	CSNK2A1	Gene
1459	CSNK2A2	Gene
1452	CSNK1A1	Gene
4775	NFATC3	Gene
1454	CSNK1E	Gene
8945	BTRC	Gene
6500	SKP1	Gene
23291	FBXW11	Gene
9978	RBX1	Gene
1460	CSNK2B	Gene
6477	SIAH1	Gene
90665	TBL1Y	Gene
81029	WNT5B	Gene
595	CCND1	Gene
815	CAMK2A	Gene
816	CAMK2B	Gene
817	CAMK2D	Gene
818	CAMK2G	Gene
324	APC	Gene
51384	WNT16	Gene
23002	DAAM1	Gene
57680	CHD8	Gene
10023	FRAT1	Gene
27101	CACYBP	Gene
894	CCND2	Gene
4772	NFATC1	Gene
896	CCND3	Gene
122011	CSNK1A1L	Gene
11197	WIF1	Gene
166336	PRICKLE2	Gene
64840	PORCN	Gene
23401	FRAT2	Gene
89780	WNT3A	Gene
1857	DVL3	Gene
1856	DVL2	Gene
7976	FZD3	Gene
22943	DKK1	Gene
80319	CXXC4	Gene
1855	DVL1	Gene
8061	FOSL1	Gene
8454	CUL1	Gene
80326	WNT10A	Gene
54361	WNT4	Gene
4088	SMAD3	Gene
6932	TCF7	Gene
4089	SMAD4	Gene
6934	TCF7L2	Gene
4087	SMAD2	Gene
7471	WNT1	Gene
2033	EP300	Gene
7476	WNT7A	Gene
2932	GSK3B	Gene
7477	WNT7B	Gene
5663	PSEN1	Gene
7478	WNT8A	Gene
7479	WNT8B	Gene
7472	WNT2	Gene
7473	WNT3	Gene
7474	WNT5A	Gene
7475	WNT6	Gene
1499	CTNNB1	Gene
5516	PPP2CB	Gene
5515	PPP2CA	Gene
5518	PPP2R1A	Gene
6907	TBL1X	Gene
5519	PPP2R1B	Gene
85407	NKD1	Gene
11211	FZD10	Gene
7855	FZD5	Gene
85409	NKD2	Gene
83439	TCF7L1	Gene
8607	RUVBL1	Gene
5467	PPARD	Gene
5525	PPP2R5A	Gene
5529	PPP2R5E	Gene
5528	PPP2R5D	Gene
5527	PPP2R5C	Gene
5526	PPP2R5B	Gene
2535	FZD2	Gene
6425	SFRP5	Gene
6424	SFRP4	Gene
2147	F2	Gene
2149	F2R	Gene
7450	VWF	Gene
3827	KNG1	Gene
2244	FGB	Gene
5327	PLAT	Gene
3053	SERPIND1	Gene
4153	MBL2	Gene
2152	F3	Gene
2153	F5	Gene
5265	SERPINA1	Gene
5329	PLAUR	Gene
2155	F7	Gene
5328	PLAU	Gene
2159	F10	Gene
2158	F9	Gene
7035	TFPI	Gene
2157	F8	Gene
3818	KLKB1	Gene
1380	CR2	Gene
5648	MASP1	Gene
735	C9	Gene
2	A2M	Gene
1378	CR1	Gene
2161	F12	Gene
2162	F13A1	Gene
2160	F11	Gene
731	C8A	Gene
2165	F13B	Gene
730	C7	Gene
733	C8G	Gene
732	C8B	Gene
966	CD59	Gene
5104	SERPINA5	Gene
2266	FGG	Gene
1604	CD55	Gene
729	C6	Gene
728	C5AR1	Gene
727	C5	Gene
623	BDKRB1	Gene
725	C4BPB	Gene
722	C4BPA	Gene
721	C4B	Gene
720	C4A	Gene
624	BDKRB2	Gene
3075	CFH	Gene
629	CFB	Gene
1361	CPB2	Gene
4179	CD46	Gene
5627	PROS1	Gene
5345	SERPINF2	Gene
5624	PROC	Gene
2243	FGA	Gene
5054	SERPINE1	Gene
5340	PLG	Gene
717	C2	Gene
462	SERPINC1	Gene
716	C1S	Gene
719	C3AR1	Gene
718	C3	Gene
713	C1QB	Gene
1675	CFD	Gene
712	C1QA	Gene
715	C1R	Gene
714	C1QC	Gene
3426	CFI	Gene
710	SERPING1	Gene
10747	MASP2	Gene
7056	THBD	Gene
10818	FRS2	Gene
5170	PDPK1	Gene
7161	TP73	Gene
25	ABL1	Gene
399694	SHC4	Gene
25970	SH2B1	Gene
4793	NFKBIB	Gene
4792	NFKBIA	Gene
4794	NFKBIE	Gene
23533	PIK3R5	Gene
27018	BEX3	Gene
53358	SHC3	Gene
4804	NGFR	Gene
10019	SH2B3	Gene
1445	CSK	Gene
814	CAMK4	Gene
7529	YWHAB	Gene
596	BCL2	Gene
2309	FOXO3	Gene
8660	IRS2	Gene
6272	SORT1	Gene
10603	SH2B2	Gene
5335	PLCG1	Gene
5336	PLCG2	Gene
7534	YWHAZ	Gene
396	ARHGDIA	Gene
7533	YWHAH	Gene
397	ARHGDIB	Gene
7532	YWHAG	Gene
7531	YWHAE	Gene
5781	PTPN11	Gene
6464	SHC1	Gene
8767	RIPK2	Gene
572	BAD	Gene
51135	IRAK4	Gene
9500	MAGED1	Gene
581	BAX	Gene
2889	RAPGEF1	Gene
57498	KIDINS220	Gene
10971	YWHAQ	Gene
11108	PRDM4	Gene
3656	IRAK2	Gene
3654	IRAK1	Gene
8503	PIK3R3	Gene
11213	IRAK3	Gene
5290	PIK3CA	Gene
5291	PIK3CB	Gene
5293	PIK3CD	Gene
2549	GAB1	Gene
25759	SHC2	Gene
3667	IRS1	Gene
10782	ZNF274	Gene
5294	PIK3CG	Gene
8471	IRS4	Gene
5295	PIK3R1	Gene
5296	PIK3R2	Gene
4916	NTRK3	Gene
8883	NAE1	Gene
487	ATP2A1	Gene
9451	EIF2AK3	Gene
489	ATP2A3	Gene
488	ATP2A2	Gene
6868	ADAM17	Gene
25825	BACE2	Gene
4311	MME	Gene
55851	PSENEN	Gene
4035	LRP1	Gene
348	APOE	Gene
824	CAPN2	Gene
823	CAPN1	Gene
317	APAF1	Gene
51107	APH1A	Gene
2597	GAPDH	Gene
22926	ATF6	Gene
3416	IDE	Gene
102	ADAM10	Gene
8851	CDK5R1	Gene
2081	ERN1	Gene
23621	BACE1	Gene
322	APBB1	Gene
54205	CYCS	Gene
23385	NCSTN	Gene
842	CASP9	Gene
841	CASP8	Gene
840	CASP7	Gene
6263	RYR3	Gene
8772	FADD	Gene
2902	GRIN1	Gene
2903	GRIN2A	Gene
2904	GRIN2B	Gene
637	BID	Gene
2905	GRIN2C	Gene
2906	GRIN2D	Gene
5664	PSEN2	Gene
6622	SNCA	Gene
351	APP	Gene
1020	CDK5	Gene
9246	UBE2L6	Gene
7345	UCHL1	Gene
9627	SNCAIP	Gene
5413	SEPTIN5	Gene
7327	UBE2G2	Gene
7326	UBE2G1	Gene
7416	VDAC1	Gene
7417	VDAC2	Gene
7419	VDAC3	Gene
118424	UBE2J2	Gene
7332	UBE2L3	Gene
7318	UBA7	Gene
7317	UBA1	Gene
293	SLC25A6	Gene
292	SLC25A5	Gene
291	SLC25A4	Gene
6570	SLC18A1	Gene
6571	SLC18A2	Gene
7054	TH	Gene
83447	SLC25A31	Gene
5481	PPID	Gene
65018	PINK1	Gene
51465	UBE2J1	Gene
7314	UBB	Gene
5071	PRKN	Gene
27429	HTRA2	Gene
11315	PARK7	Gene
2861	GPR37	Gene
6531	SLC6A3	Gene
120892	LRRK2	Gene
5436	POLR2G	Gene
5437	POLR2H	Gene
5434	POLR2E	Gene
5435	POLR2F	Gene
10891	PPARGC1A	Gene
5438	POLR2I	Gene
5439	POLR2J	Gene
6874	TAF4	Gene
4899	NRF1	Gene
10540	DCTN2	Gene
90993	CREB3L1	Gene
10488	CREB3	Gene
5440	POLR2K	Gene
7350	UCP1	Gene
8218	CLTCL1	Gene
7802	DNALI1	Gene
5441	POLR2L	Gene
1385	CREB1	Gene
3092	HIP1	Gene
161	AP2A2	Gene
163	AP2B1	Gene
51164	DCTN4	Gene
6875	TAF4B	Gene
160	AP2A1	Gene
27019	DNAI1	Gene
25981	DNAH1	Gene
27113	BBC3	Gene
84699	CREB3L3	Gene
146754	DNAH2	Gene
6667	SP1	Gene
23186	RCOR1	Gene
7052	TGM2	Gene
1639	DCTN1	Gene
5431	POLR2B	Gene
83544	DNAL1	Gene
5430	POLR2A	Gene
5433	POLR2D	Gene
5432	POLR2C	Gene
10126	DNAL4	Gene
2915	GRM5	Gene
64446	DNAI2	Gene
55081	IFT57	Gene
148327	CREB3L4	Gene
7019	TFAM	Gene
9001	HAP1	Gene
246721	POLR2J2	Gene
6647	SOD1	Gene
6648	SOD2	Gene
5978	REST	Gene
548644	POLR2J3	Gene
9586	CREB5	Gene
25942	SIN3A	Gene
1742	DLG4	Gene
387332	TBPL2	Gene
55567	DNAH3	Gene
2876	GPX1	Gene
6908	TBP	Gene
1175	AP2S1	Gene
1173	AP2M1	Gene
64764	CREB3L2	Gene
5468	PPARG	Gene
1211	CLTA	Gene
1212	CLTB	Gene
1213	CLTC	Gene
3065	HDAC1	Gene
3066	HDAC2	Gene
9519	TBPL1	Gene
3064	HTT	Gene
1869	E2F1	Gene
6774	STAT3	Gene
9459	ARHGEF6	Gene
6772	STAT1	Gene
5888	RAD51	Gene
5228	PGF	Gene
2064	ERBB2	Gene
675	BRCA2	Gene
7039	TGFA	Gene
5925	RB1	Gene
3716	JAK1	Gene
1029	CDKN2A	Gene
7422	VEGFA	Gene
7424	VEGFC	Gene
7423	VEGFB	Gene
5899	RALB	Gene
598	BCL2L1	Gene
5898	RALA	Gene
1019	CDK4	Gene
2277	VEGFD	Gene
10928	RALBP1	Gene
5900	RALGDS	Gene
1871	E2F3	Gene
1870	E2F2	Gene
1021	CDK6	Gene
5337	PLD1	Gene
29894	CPSF1	Gene
10914	PAPOLA	Gene
8106	PABPN1	Gene
1477	CSTF1	Gene
1478	CSTF2	Gene
22916	NCBP2	Gene
51692	CPSF3	Gene
8189	SYMPK	Gene
55339	WDR33	Gene
4686	NCBP1	Gene
81608	FIP1L1	Gene
79869	CPSF7	Gene
10898	CPSF4	Gene
51585	PCF11	Gene
53981	CPSF2	Gene
11051	NUDT21	Gene
10978	CLP1	Gene
1479	CSTF3	Gene
23283	CSTF2T	Gene
1080	CFTR	Gene
8379	MAD1L1	Gene
23028	KDM1A	Gene
115703	ARHGAP33	Gene
9912	ARHGAP44	Gene
5048	PAFAH1B1	Gene
27035	NOX1	Gene
23221	RHOBTB2	Gene
695	BTK	Gene
7454	WAS	Gene
23279	NUP160	Gene
51306	FAM13B	Gene
57514	ARHGAP31	Gene
55166	CENPQ	Gene
55789	DEPDC1B	Gene
7204	TRIO	Gene
999	CDH1	Gene
54908	SPDL1	Gene
1495	CTNNA1	Gene
116984	ARAP2	Gene
395	ARHGAP6	Gene
57120	GOPC	Gene
7984	ARHGEF5	Gene
1535	CYBA	Gene
26999	CYFIP2	Gene
2665	GDI2	Gene
10787	NCKAP1	Gene
5586	PKN2	Gene
54763	ROPN1	Gene
25791	NGEF	Gene
4649	MYO9A	Gene
5590	PRKCZ	Gene
3796	KIF2A	Gene
55746	NUP133	Gene
5217	PFN2	Gene
79658	ARHGAP10	Gene
9886	RHOBTB1	Gene
54820	NDE1	Gene
23332	CLASP1	Gene
50508	NOX3	Gene
55160	ARHGEF10L	Gene
79023	NUP37	Gene
60	ACTB	Gene
55843	ARHGAP15	Gene
113457	TUBA3D	Gene
5063	PAK3	Gene
1781	DYNC1I2	Gene
5289	PIK3C3	Gene
4983	OPHN1	Gene
10403	NDC80	Gene
7514	XPO1	Gene
81929	SEH1L	Gene
2017	CTTN	Gene
9183	ZW10	Gene
79822	ARHGAP28	Gene
8655	DYNLL1	Gene
51291	GMIP	Gene
332	BIRC5	Gene
393	ARHGAP4	Gene
10726	NUDC	Gene
64857	PLEKHG2	Gene
84144	SYDE2	Gene
4650	MYO9B	Gene
79019	CENPM	Gene
4627	MYH9	Gene
4689	NCF4	Gene
5905	RANGAP1	Gene
394	ARHGAP5	Gene
81027	TUBB1	Gene
22919	MAPRE1	Gene
4168	MCF2	Gene
2245	FGD1	Gene
2491	CENPI	Gene
8874	ARHGEF7	Gene
80152	CENPT	Gene
171177	RHOV	Gene
9639	ARHGEF10	Gene
10382	TUBB4A	Gene
64130	LIN7B	Gene
23370		Gene
147700	KLC3	Gene
85360	SYDE1	Gene
79784	MYH14	Gene
94239	H2AFV	Gene
1124		Gene
8976	WASL	Gene
3984	LIMK1	Gene
23081	KDM4C	Gene
57584	ARHGAP21	Gene
5216	PFN1	Gene
9828	ARHGEF17	Gene
4928	NUP98	Gene
10094	ARPC3	Gene
1027	CDKN1B	Gene
57122	NUP107	Gene
8936	WASF1	Gene
1894	ECT2	Gene
26084	ARHGEF26	Gene
6242	RTKN	Gene
10096	ACTR3	Gene
1058	CENPA	Gene
7456	WIPF1	Gene
58480	RHOU	Gene
9181	ARHGEF2	Gene
4688	NCF2	Gene
991	CDC20	Gene
25936	NSL1	Gene
1063	CENPF	Gene
9928	KIF14	Gene
103910	MYL12B	Gene
23433	RHOQ	Gene
348995	NUP43	Gene
64411	ARAP3	Gene
91687	CENPL	Gene
81930	KIF18A	Gene
91614	DEPDC7	Gene
4952	OCRL	Gene
644150	WIPF3	Gene
11130	ZWINT	Gene
11113	CIT	Gene
5585	PKN1	Gene
64105	CENPK	Gene
64333	ARHGAP9	Gene
3071	NCKAP1L	Gene
10376	TUBA1B	Gene
80776	B9D2	Gene
57580	PREX1	Gene
343578	ARHGAP40	Gene
8970	HIST1H2BJ	Gene
79902	NUP85	Gene
9322	TRIP10	Gene
3831	KLC1	Gene
23263	MCF2L	Gene
3895	KTN1	Gene
57381	RHOJ	Gene
55288	RHOT1	Gene
89846	FGD3	Gene
5300	PIN1	Gene
7277	TUBA4A	Gene
1123	CHN1	Gene
58504	ARHGAP22	Gene
151648	SGO1	Gene
9754	STARD8	Gene
10095	ARPC1B	Gene
27237	ARHGEF16	Gene
6249	CLIP1	Gene
23229	ARHGEF9	Gene
1729	DIAPH1	Gene
85415	RHPN2	Gene
3021	H3F3B	Gene
10810	WASF3	Gene
4628	MYH10	Gene
90627	STARD13	Gene
4221	MEN1	Gene
10451	VAV3	Gene
55143	CDCA8	Gene
9743	ARHGAP32	Gene
1783	DYNC1LI2	Gene
50649	ARHGEF4	Gene
10006	ABI1	Gene
84904	ARHGEF39	Gene
89953	KLC4	Gene
7280	TUBB2A	Gene
347733	TUBB2B	Gene
57569	ARHGAP20	Gene
57082	KNL1	Gene
9411	ARHGAP29	Gene
10097	ACTR2	Gene
79172	CENPO	Gene
10152	ABI2	Gene
83478	ARHGAP24	Gene
10144	FAM13A	Gene
1062	CENPE	Gene
121512	FGD4	Gene
54509	RHOF	Gene
81624	DIAPH3	Gene
10499	NCOA2	Gene
8826	IQGAP1	Gene
55114	ARHGAP17	Gene
89941	RHOT2	Gene
84643	KIF2B	Gene
7409	VAV1	Gene
354	KLK3	Gene
128272	ARHGEF19	Gene
23421	ITGB3BP	Gene
11004	KIF2C	Gene
83540	NUF2	Gene
6279	S100A8	Gene
388	RHOB	Gene
51143	DYNC1LI1	Gene
1060	CENPC	Gene
10788	IQGAP2	Gene
23092	ARHGAP26	Gene
255626	HIST1H2BA	Gene
221472	FGD2	Gene
93663	ARHGAP18	Gene
26230	TIAM2	Gene
1730	DIAPH2	Gene
158763	ARHGAP36	Gene
80728	ARHGAP39	Gene
3619	INCENP	Gene
79980	DSN1	Gene
3688	ITGB1	Gene
79682	CENPU	Gene
112714	TUBA3E	Gene
57405	SPC25	Gene
64946	CENPH	Gene
5903	RANBP2	Gene
25909	AHCTF1	Gene
84033	OBSCN	Gene
9184	BUB3	Gene
220134	SKA1	Gene
389	RHOC	Gene
3798	KIF5A	Gene
7074	TIAM1	Gene
701	BUB1B	Gene
6396	SEC13	Gene
114793	FMNL2	Gene
4690	NCK1	Gene
114822	RHPN1	Gene
10163	WASF2	Gene
3017	HIST1H2BD	Gene
995	CDC25C	Gene
8365	HIST1H4H	Gene
653361	NCF1	Gene
1780	DYNC1I1	Gene
201176	ARHGAP27	Gene
29	ABR	Gene
2909	ARHGAP35	Gene
8997	KALRN	Gene
7410	VAV2	Gene
29941	PKN3	Gene
11243	PMF1	Gene
91010	FMNL3	Gene
29127	RACGAP1	Gene
147841	SPC24	Gene
10092	ARPC5	Gene
3020	H3F3A	Gene
9938	ARHGAP25	Gene
6280	S100A9	Gene
10109	ARPC2	Gene
151246	SGO2	Gene
23122	CLASP2	Gene
50650	ARHGEF3	Gene
3015	H2AFZ	Gene
4085	MAD2L1	Gene
117289	TAGAP	Gene
10395	DLC1	Gene
1536	CYBB	Gene
94134	ARHGAP12	Gene
55701	ARHGEF40	Gene
143872	ARHGAP42	Gene
55839	CENPN	Gene
81565	NDEL1	Gene
5347	PLK1	Gene
7846	TUBA1A	Gene
84790	TUBA1C	Gene
3817	KLK2	Gene
79003	MIS12	Gene
399	RHOH	Gene
367	AR	Gene
5747	PTK2	Gene
699	BUB1	Gene
3799	KIF5B	Gene
11214	AKAP13	Gene
147179	WIPF2	Gene
57449	PLEKHG5	Gene
1072	CFL1	Gene
29984	RHOD	Gene
286205	SCAI	Gene
10276	NET1	Gene
55055	ZWILCH	Gene
64837	KLC2	Gene
9793	CKAP5	Gene
392	ARHGAP1	Gene
378708	CENPS	Gene
2810	SFN	Gene
10458	BAIAP2	Gene
84617	TUBB6	Gene
391	RHOG	Gene
6232	RPS27	Gene
79861	TUBAL3	Gene
9212	AURKB	Gene
55920	RCC2	Gene
23526	ARHGAP45	Gene
8334	HIST1H2AC	Gene
8347	HIST1H2BC	Gene
3985	LIMK2	Gene
348235	SKA2	Gene
389337	ARHGEF37	Gene
653604	HIST2H3D	Gene
51807	TUBA8	Gene
128239	IQGAP3	Gene
71	ACTG1	Gene
8338	HIST2H2AC	Gene
9735	KNTC1	Gene
8349	HIST2H2BE	Gene
752	FMNL1	Gene
8340	HIST1H2BL	Gene
257106	ARHGAP30	Gene
4771	NF2	Gene
116985	ARAP1	Gene
613	BCR	Gene
54821	ERCC6L	Gene
10383	TUBB4B	Gene
401541	CENPP	Gene
3014	H2AFX	Gene
10811	NOXA1	Gene
9901	SRGAP3	Gene
51466	EVL	Gene
124056	NOXO1	Gene
30849	PIK3R4	Gene
57591	MRTFA	Gene
3013	HIST1H2AD	Gene
128312	HIST3H2BB	Gene
57522	SRGAP1	Gene
8364	HIST1H4C	Gene
1778	DYNC1H1	Gene
6714	SRC	Gene
8356	HIST1H3J	Gene
8363	HIST1H4J	Gene
8351	HIST1H3D	Gene
121504	HIST4H4	Gene
85236	HIST1H2BK	Gene
7278	TUBA3C	Gene
9824	ARHGAP11A	Gene
22899	ARHGEF15	Gene
9055	PRC1	Gene
126961	HIST2H3C	Gene
8337	HIST2H2AA3	Gene
333932	HIST2H3A	Gene
2664	GDI1	Gene
3633	INPP5B	Gene
6453	ITSN1	Gene
445328	ARHGEF35	Gene
84986	ARHGAP19	Gene
51517	NCKIPSD	Gene
30851	TAX1BP3	Gene
100271715	ARHGEF33	Gene
8341	HIST1H2BN	Gene
54145	H2BFS	Gene
54848	ARHGEF38	Gene
23779	ARHGAP8	Gene
10093	ARPC4	Gene
10552	ARPC1A	Gene
398	ARHGDIG	Gene
80086	TUBA4B	Gene
55766	H2AFJ	Gene
55845	BRK1	Gene
10381	TUBB3	Gene
347688	TUBB8	Gene
140735	DYNLL2	Gene
23380	SRGAP2	Gene
554313	HIST2H4B	Gene
8370	HIST2H4A	Gene
723790	HIST2H2AA4	Gene
8362	HIST1H4K	Gene
8342	HIST1H2BM	Gene
23191	CYFIP1	Gene
8339	HIST1H2BG	Gene
8355	HIST1H3G	Gene
474382	H2AFB1	Gene
8344	HIST1H2BE	Gene
8361	HIST1H4F	Gene
8348	HIST1H2BO	Gene
8353	HIST1H3E	Gene
8368	HIST1H4L	Gene
8354	HIST1H3I	Gene
8345	HIST1H2BH	Gene
8350	HIST1H3A	Gene
57636	ARHGAP23	Gene
8294	HIST1H4I	Gene
8331	HIST1H2AJ	Gene
3018	HIST1H2BB	Gene
8367	HIST1H4E	Gene
3012	HIST1H2AE	Gene
8360	HIST1H4D	Gene
8343	HIST1H2BF	Gene
8968	HIST1H3F	Gene
8335	HIST1H2AB	Gene
8346	HIST1H2BI	Gene
8359	HIST1H4A	Gene
8366	HIST1H4B	Gene
8357	HIST1H3H	Gene
23072	HECW1	Gene
5689	PSMB1	Gene
5704	PSMC4	Gene
440193	CCDC88C	Gene
864	RUNX3	Gene
8452	CUL3	Gene
5685	PSMA4	Gene
7089	TLE2	Gene
23198	PSME4	Gene
55737	VPS35	Gene
10681	GNB5	Gene
2782	GNB1	Gene
57690	TNRC6C	Gene
5705	PSMC5	Gene
2775	GNAO1	Gene
27327	TNRC6A	Gene
5720	PSME1	Gene
26523	AGO1	Gene
5711	PSMD5	Gene
5714	PSMD8	Gene
25776	CBY1	Gene
23112	TNRC6B	Gene
5706	PSMC6	Gene
5684	PSMA3	Gene
5700	PSMC1	Gene
5693	PSMB5	Gene
5687	PSMA6	Gene
5721	PSME2	Gene
5688	PSMA7	Gene
343637	RSPO4	Gene
5716	PSMD10	Gene
331	XIAP	Gene
50855	PARD6A	Gene
5713	PSMD7	Gene
166	TLE5	Gene
857	CAV1	Gene
5683	PSMA2	Gene
7091	TLE4	Gene
8395	PIP5K1B	Gene
80351	TNKS2	Gene
5709	PSMD3	Gene
54894	RNF43	Gene
5717	PSMD11	Gene
64750	SMURF2	Gene
55553	SOX6	Gene
5715	PSMD9	Gene
51699	VPS29	Gene
2784	GNB3	Gene
8724	SNX3	Gene
59345	GNB4	Gene
10213	PSMD14	Gene
9736	USP34	Gene
607	BCL9	Gene
79971	WLS	Gene
59349	KLHL12	Gene
5929	RBBP5	Gene
50999	TMED5	Gene
81847	RNF146	Gene
9559	VPS26A	Gene
27161	AGO2	Gene
6659	SOX4	Gene
6662	SOX9	Gene
9491	PSMF1	Gene
5690	PSMB2	Gene
192669	AGO3	Gene
51764	GNG13	Gene
6597	SMARCA4	Gene
2791	GNG11	Gene
7979	SEM1	Gene
2792	GNGT1	Gene
5682	PSMA1	Gene
9070	ASH2L	Gene
10197	PSME3	Gene
79412	KREMEN2	Gene
5145	PDE6A	Gene
59352	LGR6	Gene
5158	PDE6B	Gene
1455	CSNK1G2	Gene
2780	GNAT2	Gene
79577	CDC73	Gene
6658	SOX3	Gene
192670	AGO4	Gene
5695	PSMB7	Gene
9101	USP8	Gene
5593	PRKG2	Gene
8549	LGR5	Gene
7090	TLE3	Gene
5694	PSMB6	Gene
5686	PSMA5	Gene
9580	SOX13	Gene
6233	RPS27A	Gene
84870	RSPO3	Gene
340419	RSPO2	Gene
7316	UBC	Gene
143471	PSMA8	Gene
4343	MOV10	Gene
5710	PSMD4	Gene
5692	PSMB4	Gene
5701	PSMC2	Gene
2785	GNG3	Gene
90780	PYGO2	Gene
9861	PSMD6	Gene
6259	RYK	Gene
7015	TERT	Gene
51339	DACT1	Gene
5702	PSMC3	Gene
123169	LEO1	Gene
2793	GNGT2	Gene
94235	GNG8	Gene
8085	KMT2D	Gene
50964	SOST	Gene
8290	HIST3H3	Gene
2786	GNG4	Gene
