ID	GOterm
REACTOME CYTOSOLIC SENSORS OF PATHOGEN ASSOCIATED DNA	GO0006915
miRNA regulation of prostate cancer signaling pathways WikiPathways 20190910 WP3981 Homo sapiens	GO0006915
REACTOME ONCOGENIC MAPK SIGNALING	GO0006915
Interferon type I signaling pathways WikiPathways 20190910 WP585 Homo sapiens	GO0006915
IL1 and megakaryocytes in obesity WikiPathways 20190910 WP2865 Homo sapiens	GO0006915
Physiological and Pathological Hypertrophy  of the Heart WikiPathways 20190910 WP1528 Homo sapiens	GO0006915
Development and heterogeneity of the ILC family WikiPathways 20190910 WP3893 Homo sapiens	GO0006915
REACTOME NUCLEAR SIGNALING BY ERBB4	GO0006915
Hematopoietic Stem Cell Gene Regulation by GABP alpha beta Complex WikiPathways 20190910 WP3657 Homo sapiens	GO0006915
REACTOME NEURODEGENERATIVE DISEASES	GO0006915
Transcription factor regulation in adipogenesis WikiPathways 20190910 WP3599 Homo sapiens	GO0006915
miRNAs involvement in the immune response in sepsis WikiPathways 20190910 WP4329 Homo sapiens	GO0006915
REACTOME SEMAPHORIN INTERACTIONS	GO0006915
REACTOME CELLULAR RESPONSE TO HEAT STRESS	GO0006915
REACTOME NEGATIVE REGULATION OF MAPK PATHWAY	GO0006915
Selenium Micronutrient Network WikiPathways 20190910 WP15 Homo sapiens	GO0006915
DNA IR damage and cellular response via ATR WikiPathways 20190910 WP4016 Homo sapiens	GO0006915
Nuclear Receptors Meta Pathway WikiPathways 20190910 WP2882 Homo sapiens	GO0006915
White fat cell differentiation WikiPathways 20190910 WP4149 Homo sapiens	GO0006915
Wnt beta catenin Signaling Pathway in Leukemia WikiPathways 20190910 WP3658 Homo sapiens	GO0006915
ERK Pathway in Huntington s Disease WikiPathways 20190910 WP3853 Homo sapiens	GO0006915
REACTOME ERYTHROPOIETIN ACTIVATES RAS	GO0006915
REACTOME ACTIVATED TAK1 MEDIATES P38 MAPK ACTIVATION	GO0006915
REACTOME CONSTITUTIVE SIGNALING BY ABERRANT PI3K IN CANCER	GO0006915
REACTOME SIGNALING BY MODERATE KINASE ACTIVITY BRAF MUTANTS	GO0006915
Dopaminergic Neurogenesis WikiPathways 20190910 WP2855 Homo sapiens	GO0006915
REACTOME SIGNALING BY NTRK3 TRKC	GO0006915
REACTOME TNF RECEPTOR SUPERFAMILY TNFSF MEMBERS MEDIATING NON CANONICAL NF KB PATHWAY	GO0006915
REACTOME MACROAUTOPHAGY	GO0006915
REACTOME NEGATIVE REGULATORS OF DDX58 IFIH1 SIGNALING	GO0006915
REACTOME HSF1 DEPENDENT TRANSACTIVATION	GO0006915
REACTOME SIGNALING BY FGFR1 IN DISEASE	GO0006915
Cytokines and Inflammatory Response WikiPathways 20190910 WP530 Homo sapiens	GO0006915
REACTOME INTERLEUKIN RECEPTOR SHC SIGNALING	GO0006915
KEGG EPITHELIAL CELL SIGNALING IN HELICOBACTER PYLORI INFECTION	GO0006915
REACTOME ERYTHROPOIETIN ACTIVATES PHOSPHOINOSITIDE 3 KINASE PI3K	GO0006915
REACTOME INTERLEUKIN 2 SIGNALING	GO0006915
REACTOME REGULATION OF LOCALIZATION OF FOXO TRANSCRIPTION FACTORS	GO0006915
REACTOME INTERLEUKIN 6 FAMILY SIGNALING	GO0006915
KEGG CYTOSOLIC DNA SENSING PATHWAY	GO0006915
G1 to S cell cycle control WikiPathways 20190910 WP45 Homo sapiens	GO0006915
Alpha 6 Beta 4 signaling pathway WikiPathways 20190910 WP244 Homo sapiens	GO0006915
REACTOME FC EPSILON RECEPTOR FCERI SIGNALING	GO0006915
REACTOME TCR SIGNALING	GO0006915
KEGG OOCYTE MEIOSIS	GO0006915
REACTOME CD209 DC SIGN SIGNALING	GO0006915
REACTOME SIGNAL TRANSDUCTION BY L1	GO0006915
REACTOME SIGNALING BY INSULIN RECEPTOR	GO0006915
REACTOME REGULATION OF PTEN GENE TRANSCRIPTION	GO0006915
REACTOME SIGNALING BY NOTCH1 HD DOMAIN MUTANTS IN CANCER	GO0006915
Transcription co factors SKI and SKIL protein partners WikiPathways 20190910 WP4533 Homo sapiens	GO0006915
Retinoblastoma Gene in Cancer WikiPathways 20190910 WP2446 Homo sapiens	GO0006915
Primary Focal Segmental Glomerulosclerosis FSGS WikiPathways 20190910 WP2572 Homo sapiens	GO0006915
Thermogenesis WikiPathways 20190910 WP4321 Homo sapiens	GO0006915
REACTOME INTERLEUKIN 1 FAMILY SIGNALING	GO0006915
REACTOME SIGNALLING TO ERKS	GO0006915
REACTOME TP53 REGULATES METABOLIC GENES	GO0006915
REACTOME CELLULAR SENESCENCE	GO0006915
Aryl Hydrocarbon Receptor Pathway WikiPathways 20190910 WP2873 Homo sapiens	GO0006915
KEGG LONG TERM DEPRESSION	GO0006915
KEGG LONG TERM POTENTIATION	GO0006915
REACTOME FRS2 MEDIATED ACTIVATION	GO0006915
Interactions between immune cells and microRNAs in tumor microenvironment WikiPathways 20190910 WP4559 Homo sapiens	GO0006915
REACTOME DAP12 INTERACTIONS	GO0006915
Cardiac Progenitor Differentiation WikiPathways 20190910 WP2406 Homo sapiens	GO0006915
MECP2 and Associated Rett Syndrome WikiPathways 20190910 WP3584 Homo sapiens	GO0006915
KEGG THYROID CANCER	GO0006915
Nanoparticle mediated activation of receptor signaling WikiPathways 20190910 WP2643 Homo sapiens	GO0006915
REACTOME MITOPHAGY	GO0006915
PI3K AKT mTOR   VitD3 Signalling WikiPathways 20190910 WP4141 Homo sapiens	GO0006915
REACTOME CLEC7A DECTIN 1 SIGNALING	GO0006915
REACTOME TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES	GO0006915
Regulation of Microtubule Cytoskeleton WikiPathways 20190910 WP2038 Homo sapiens	GO0006915
MAPK Cascade WikiPathways 20190910 WP422 Homo sapiens	GO0006915
REACTOME DETOXIFICATION OF REACTIVE OXYGEN SPECIES	GO0006915
BMP2 WNT4 FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation WikiPathways 20190910 WP3876 Homo sapiens	GO0006915
REACTOME TNFR1 INDUCED PROAPOPTOTIC SIGNALING	GO0006915
REACTOME REGULATION OF TP53 ACTIVITY THROUGH METHYLATION	GO0006915
REACTOME MAP3K8 TPL2 DEPENDENT MAPK1 3 ACTIVATION	GO0006915
REACTOME TGF BETA RECEPTOR SIGNALING IN EMT EPITHELIAL TO MESENCHYMAL TRANSITION	GO0006915
KEGG HEMATOPOIETIC CELL LINEAGE	GO0006915
Folate Metabolism WikiPathways 20190910 WP176 Homo sapiens	GO0006915
REACTOME SIGNALING BY TGF BETA RECEPTOR COMPLEX	GO0006915
KEGG ALDOSTERONE REGULATED SODIUM REABSORPTION	GO0006915
REACTOME NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION	GO0006915
REACTOME SIGNALING BY BRAF AND RAF FUSIONS	GO0006915
REACTOME INTERLEUKIN 6 SIGNALING	GO0006915
REACTOME NOTCH4 ACTIVATION AND TRANSMISSION OF SIGNAL TO THE NUCLEUS	GO0006915
REACTOME REGULATION OF GENE EXPRESSION BY HYPOXIA INDUCIBLE FACTOR	GO0006915
REACTOME TICAM1 TRAF6 DEPENDENT INDUCTION OF TAK1 COMPLEX	GO0006915
Cell migration and invasion through p75NTR WikiPathways 20190910 WP4561 Homo sapiens	GO0006915
Oligodendrocyte Specification and differentiation including remyelination   leading to Myelin Components for CNS WikiPathways 20190910 WP4304 Homo sapiens	GO0006915
REACTOME RUNX2 REGULATES BONE DEVELOPMENT	GO0006915
Canonical and Non Canonical TGF B signaling WikiPathways 20190910 WP3874 Homo sapiens	GO0006915
Leptin Insulin Overlap WikiPathways 20190910 WP3935 Homo sapiens	GO0006915
REACTOME FOXO MEDIATED TRANSCRIPTION OF CELL CYCLE GENES	GO0006915
REACTOME RIP MEDIATED NFKB ACTIVATION VIA ZBP1	GO0006915
REACTOME SIGNALING BY NOTCH	GO0006915
REACTOME DCC MEDIATED ATTRACTIVE SIGNALING	GO0006915
REACTOME IRAK1 RECRUITS IKK COMPLEX	GO0006915
REACTOME SIGNALING BY EGFRVIII IN CANCER	GO0006915
REACTOME RHO GTPASES ACTIVATE NADPH OXIDASES	GO0006915
REACTOME RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2PLUS	GO0006915
REACTOME INTERLEUKIN 12 FAMILY SIGNALING	GO0006915
REACTOME DOWNSTREAM TCR SIGNALING	GO0006915
REACTOME TRANSCRIPTIONAL REGULATION BY RUNX3	GO0006915
REACTOME MITOTIC G1 G1 S PHASES	GO0006915
Ovarian Infertility Genes WikiPathways 20190910 WP34 Homo sapiens	GO0006915
Type 2 papillary renal cell carcinoma WikiPathways 20190910 WP4241 Homo sapiens	GO0006915
REACTOME CTLA4 INHIBITORY SIGNALING	GO0006915
REACTOME ZBP1 DAI MEDIATED INDUCTION OF TYPE I IFNS	GO0006915
REACTOME SIGNALING BY PDGF	GO0006915
REACTOME INTERLEUKIN 1 SIGNALING	GO0006915
REACTOME SIGNALING BY NOTCH4	GO0006915
Hematopoietic Stem Cell Differentiation WikiPathways 20190910 WP2849 Homo sapiens	GO0006915
REACTOME SIGNALING BY FGFR IN DISEASE	GO0006915
REACTOME DOWNSTREAM SIGNALING OF ACTIVATED FGFR3	GO0006915
4 hydroxytamoxifen  Dexamethasone  and Retinoic Acids Regulation of p27 Expression WikiPathways 20190910 WP3879 Homo sapiens	GO0006915
MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement WikiPathways 20190910 WP4560 Homo sapiens	GO0006915
REACTOME TIE2 SIGNALING	GO0006915
REACTOME TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST	GO0006915
KEGG ALLOGRAFT REJECTION	GO0006915
Type II interferon signaling  IFNG  WikiPathways 20190910 WP619 Homo sapiens	GO0006915
REACTOME NEGATIVE REGULATION OF TCF DEPENDENT SIGNALING BY WNT LIGAND ANTAGONISTS	GO0006915
REACTOME THE NLRP3 INFLAMMASOME	GO0006915
MAPK  and NFkB Signalling Pathways Inhibited by Yersinia YopJ WikiPathways 20190910 WP3849 Homo sapiens	GO0006915
REACTOME ACTIVATION OF THE TFAP2 AP 2 FAMILY OF TRANSCRIPTION FACTORS	GO0006915
REACTOME CD28 DEPENDENT VAV1 PATHWAY	GO0006915
REACTOME PECAM1 INTERACTIONS	GO0006915
REACTOME PROLONGED ERK ACTIVATION EVENTS	GO0006915
REACTOME AUTOPHAGY	GO0006915
KEGG ENDOCYTOSIS	GO0006915
Pathogenic Escherichia coli infection WikiPathways 20190910 WP2272 Homo sapiens	GO0006915
REACTOME SIGNALING BY MET	GO0006915
REACTOME CD28 DEPENDENT PI3K AKT SIGNALING	GO0006915
REACTOME PINK PARKIN MEDIATED MITOPHAGY	GO0006915
REACTOME SHC1 EVENTS IN ERBB2 SIGNALING	GO0006915
REACTOME SIGNALING BY WNT	GO0006915
KEGG CALCIUM SIGNALING PATHWAY	GO0006915
REACTOME CIRCADIAN CLOCK	GO0006915
Oxidative Stress WikiPathways 20190910 WP408 Homo sapiens	GO0006915
REACTOME SIGNALING BY WNT IN CANCER	GO0006915
REACTOME DOWNSTREAM SIGNALING OF ACTIVATED FGFR2	GO0006915
REACTOME SUMOYLATION OF INTRACELLULAR RECEPTORS	GO0006915
REACTOME PTEN REGULATION	GO0006915
KEGG PATHOGENIC ESCHERICHIA COLI INFECTION	GO0006915
REACTOME REGULATION OF TLR BY ENDOGENOUS LIGAND	GO0006915
KEGG GNRH SIGNALING PATHWAY	GO0006915
KEGG TYPE I DIABETES MELLITUS	GO0006915
REACTOME SUMOYLATION OF TRANSCRIPTION COFACTORS	GO0006915
KEGG UBIQUITIN MEDIATED PROTEOLYSIS	GO0006915
REACTOME MTOR SIGNALLING	GO0006915
Wnt Signaling in Kidney Disease WikiPathways 20190910 WP4150 Homo sapiens	GO0006915
REACTOME REGULATION OF KIT SIGNALING	GO0006915
KEGG PRION DISEASES	GO0006915
REACTOME INTEGRIN SIGNALING	GO0006915
REACTOME ACTIVATION OF THE AP 1 FAMILY OF TRANSCRIPTION FACTORS	GO0006915
REACTOME ATF6 ATF6 ALPHA ACTIVATES CHAPERONE GENES	GO0006915
REACTOME P75NTR REGULATES AXONOGENESIS	GO0006915
REACTOME REGULATION OF COMMISSURAL AXON PATHFINDING BY SLIT AND ROBO	GO0006915
REACTOME SIGNALING BY FGFR3 FUSIONS IN CANCER	GO0006915
REACTOME DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE	GO0006915
REACTOME DOWNSTREAM SIGNALING OF ACTIVATED FGFR1	GO0006915
MFAP5 mediated ovarian cancer cell motility and invasiveness WikiPathways 20190910 WP3301 Homo sapiens	GO0006915
REACTOME DOWNREGULATION OF ERBB2 ERBB3 SIGNALING	GO0006915
REACTOME ERKS ARE INACTIVATED	GO0006915
REACTOME INHIBITION OF REPLICATION INITIATION OF DAMAGED DNA BY RB1 E2F1	GO0006915
SRF and miRs in Smooth Muscle Differentiation and Proliferation WikiPathways 20190910 WP1991 Homo sapiens	GO0006915
Vitamin B12 Metabolism WikiPathways 20190910 WP1533 Homo sapiens	GO0006915
REACTOME G ALPHA Q SIGNALLING EVENTS	GO0006915
REACTOME ESTROGEN DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR MEMBRANE SIGNALING	GO0006915
Extracellular vesicles in the crosstalk of cardiac cells WikiPathways 20190910 WP4300 Homo sapiens	GO0006915
REACTOME ATTENUATION PHASE	GO0006915
REACTOME DOWNREGULATION OF ERBB2 SIGNALING	GO0006915
AMP activated Protein Kinase  AMPK  Signaling WikiPathways 20190910 WP1403 Homo sapiens	GO0006915
REACTOME INTERFERON SIGNALING	GO0006915
ncRNAs involved in STAT3 signaling in hepatocellular carcinoma WikiPathways 20190910 WP4337 Homo sapiens	GO0006915
G13 Signaling Pathway WikiPathways 20190910 WP524 Homo sapiens	GO0006915
Imatinib and Chronic Myeloid Leukemia WikiPathways 20190910 WP3640 Homo sapiens	GO0006915
Neovascularisation processes WikiPathways 20190910 WP4331 Homo sapiens	GO0006915
REACTOME PTK6 REGULATES RHO GTPASES RAS GTPASE AND MAP KINASES	GO0006915
REACTOME REGULATION OF IFNG SIGNALING	GO0006915
REACTOME TRAF6 MEDIATED IRF7 ACTIVATION IN TLR7 8 OR 9 SIGNALING	GO0006915
Mammary gland development pathway   Pregnancy and lactation  Stage 3 of 4  WikiPathways 20190910 WP2817 Homo sapiens	GO0006915
REACTOME EPH EPHRIN MEDIATED REPULSION OF CELLS	GO0006915
Endoderm Differentiation WikiPathways 20190910 WP2853 Homo sapiens	GO0006915
Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WikiPathways 20190910 WP3668 Homo sapiens	GO0006915
REACTOME EPHB MEDIATED FORWARD SIGNALING	GO0006915
NAD metabolism  sirtuins and aging WikiPathways 20190910 WP3630 Homo sapiens	GO0006915
REACTOME ACTIVATED NTRK2 SIGNALS THROUGH FRS2 AND FRS3	GO0006915
REACTOME SIGNALING BY FGFR4 IN DISEASE	GO0006915
G Protein Signaling Pathways WikiPathways 20190910 WP35 Homo sapiens	GO0006915
KEGG NOTCH SIGNALING PATHWAY	GO0006915
REACTOME INTERLEUKIN 12 SIGNALING	GO0006915
REACTOME CELL SURFACE INTERACTIONS AT THE VASCULAR WALL	GO0006915
miRs in Muscle Cell Differentiation WikiPathways 20190910 WP2012 Homo sapiens	GO0006915
REACTOME REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE	GO0006915
Mammary gland development pathway   Embryonic development  Stage 1 of 4  WikiPathways 20190910 WP2813 Homo sapiens	GO0006915
REACTOME FORMATION OF INCISION COMPLEX IN GG NER	GO0006915
REACTOME FCGAMMA RECEPTOR FCGR DEPENDENT PHAGOCYTOSIS	GO0006915
REACTOME RHO GTPASE EFFECTORS	GO0006915
REACTOME CLASS B 2 SECRETIN FAMILY RECEPTORS	GO0006915
Cancer immunotherapy by CTLA4 blockade WikiPathways 20190910 WP4582 Homo sapiens	GO0006915
REACTOME PHOSPHORYLATION SITE MUTANTS OF CTNNB1 ARE NOT TARGETED TO THE PROTEASOME BY THE DESTRUCTION COMPLEX	GO0006915
Neurodegeneration with brain iron accumulation  NBIA  subtypes pathway WikiPathways 20190910 WP4577 Homo sapiens	GO0006915
Vitamin D Receptor Pathway WikiPathways 20190910 WP2877 Homo sapiens	GO0006915
REACTOME FGFR1 MUTANT RECEPTOR ACTIVATION	GO0006915
REACTOME HSF1 ACTIVATION	GO0006915
REACTOME PEPTIDE HORMONE METABOLISM	GO0006915
REACTOME ATF6 ATF6 ALPHA ACTIVATES CHAPERONES	GO0006915
REACTOME CASPASE MEDIATED CLEAVAGE OF CYTOSKELETAL PROTEINS	GO0006915
REACTOME MAP2K AND MAPK ACTIVATION	GO0006915
REACTOME DOWNSTREAM SIGNALING OF ACTIVATED FGFR4	GO0006915
REACTOME NEPHRIN FAMILY INTERACTIONS	GO0006915
REACTOME RAF INDEPENDENT MAPK1 3 ACTIVATION	GO0006915
Prostaglandin Synthesis and Regulation WikiPathways 20190910 WP98 Homo sapiens	GO0006915
Overview of leukocyte intrinsic Hippo pathway functions WikiPathways 20190910 WP4542 Homo sapiens	GO0006915
REACTOME UNFOLDED PROTEIN RESPONSE UPR	GO0006915
REACTOME INTERFERON ALPHA BETA SIGNALING	GO0006915
REACTOME RET SIGNALING	GO0006915
REACTOME REGULATION OF MECP2 EXPRESSION AND ACTIVITY	GO0006915
REACTOME TGF BETA RECEPTOR SIGNALING ACTIVATES SMADS	GO0006915
REACTOME SEMA3A PAK DEPENDENT AXON REPULSION	GO0006915
Envelope proteins and their potential roles in EDMD physiopathology WikiPathways 20190910 WP4535 Homo sapiens	GO0006915
Pathways in clear cell renal cell carcinoma WikiPathways 20190910 WP4018 Homo sapiens	GO0006915
Pathways Affected in Adenoid Cystic Carcinoma WikiPathways 20190910 WP3651 Homo sapiens	GO0006915
Hereditary leiomyomatosis and renal cell carcinoma pathway WikiPathways 20190910 WP4206 Homo sapiens	GO0006915
Hypertrophy Model WikiPathways 20190910 WP516 Homo sapiens	GO0006915
REACTOME SIGNALING BY HIPPO	GO0006915
REACTOME SIGNALING BY NODAL	GO0006915
REACTOME SIGNALLING TO RAS	GO0006915
REACTOME SUMOYLATION OF TRANSCRIPTION FACTORS	GO0006915
Cancer immunotherapy by PD 1 blockade WikiPathways 20190910 WP4585 Homo sapiens	GO0006915
KEGG DORSO VENTRAL AXIS FORMATION	GO0006915
Photodynamic therapy induced NFE2L2  NRF2  survival signaling WikiPathways 20190910 WP3612 Homo sapiens	GO0006915
REACTOME RUNX2 REGULATES OSTEOBLAST DIFFERENTIATION	GO0006915
REACTOME TRAF6 MEDIATED NF KB ACTIVATION	GO0006915
Target Of Rapamycin  TOR  Signaling WikiPathways 20190910 WP1471 Homo sapiens	GO0006915
Ectoderm Differentiation WikiPathways 20190910 WP2858 Homo sapiens	GO0006915
REACTOME DNA DOUBLE STRAND BREAK RESPONSE	GO0006915
Inflammatory Response Pathway WikiPathways 20190910 WP453 Homo sapiens	GO0006915
Osteopontin Signaling WikiPathways 20190910 WP1434 Homo sapiens	GO0006915
REACTOME APOPTOSIS INDUCED DNA FRAGMENTATION	GO0006915
REACTOME TRANSCRIPTIONAL REGULATION BY RUNX1	GO0006915
Differentiation of white and brown adipocyte    WikiPathways 20190910 WP2895 Homo sapiens	GO0006915
Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WikiPathways 20190910 WP3678 Homo sapiens	GO0006915
Cells and Molecules involved in local acute inflammatory response  WikiPathways 20190910 WP4493 Homo sapiens	GO0006915
REACTOME BETA CATENIN PHOSPHORYLATION CASCADE	GO0006915
REACTOME TCF DEPENDENT SIGNALING IN RESPONSE TO WNT	GO0006915
REACTOME IRAK2 MEDIATED ACTIVATION OF TAK1 COMPLEX	GO0006915
REACTOME MAPK3 ERK1 ACTIVATION	GO0006915
REACTOME REGULATION OF FOXO TRANSCRIPTIONAL ACTIVITY BY ACETYLATION	GO0006915
REACTOME SIGNAL ATTENUATION	GO0006915
REACTOME NEGATIVE REGULATION OF MET ACTIVITY	GO0006915
REACTOME SHC MEDIATED CASCADE FGFR1	GO0006915
REACTOME NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY	GO0006915
REACTOME OXIDATIVE STRESS INDUCED SENESCENCE	GO0006915
Nuclear Receptors WikiPathways 20190910 WP170 Homo sapiens	GO0006915
REACTOME FOXO MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS METABOLIC AND NEURONAL GENES	GO0006915
REACTOME REGULATION OF TP53 ACTIVITY THROUGH ACETYLATION	GO0006915
Hedgehog Signaling Pathway WikiPathways 20190910 WP4249 Homo sapiens	GO0006915
REACTOME TRANSCRIPTIONAL ACTIVITY OF SMAD2 SMAD3 SMAD4 HETEROTRIMER	GO0006915
REACTOME DOWNREGULATION OF TGF BETA RECEPTOR SIGNALING	GO0006915
REACTOME INTERLEUKIN 15 SIGNALING	GO0006915
REACTOME TRAF3 DEPENDENT IRF ACTIVATION PATHWAY	GO0006915
KEGG PRIMARY IMMUNODEFICIENCY	GO0006915
KEGG HUNTINGTONS DISEASE	GO0006915
REACTOME ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS	GO0006915
NAD  biosynthetic pathways WikiPathways 20190910 WP3645 Homo sapiens	GO0006915
REACTOME E2F MEDIATED REGULATION OF DNA REPLICATION	GO0006915
Type II diabetes mellitus WikiPathways 20190910 WP1584 Homo sapiens	GO0006915
Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells WikiPathways 20190910 WP4301 Homo sapiens	GO0006915
REACTOME MECP2 REGULATES NEURONAL RECEPTORS AND CHANNELS	GO0006915
REACTOME SHC MEDIATED CASCADE FGFR3	GO0006915
Regulation of Wnt B catenin Signaling by Small Molecule Compounds WikiPathways 20190910 WP3664 Homo sapiens	GO0006915
TGF B Signaling in Thyroid Cells for Epithelial Mesenchymal Transition WikiPathways 20190910 WP3859 Homo sapiens	GO0006915
Calcium Regulation in the Cardiac Cell WikiPathways 20190910 WP536 Homo sapiens	GO0006915
REACTOME EGFR DOWNREGULATION	GO0006915
Interleukin 1 Induced Activation of NF kappa B WikiPathways 20190910 WP3656 Homo sapiens	GO0006915
REACTOME IRAK4 DEFICIENCY TLR2 4	GO0006915
REACTOME REGULATION OF SIGNALING BY NODAL	GO0006915
REACTOME SIGNALING BY LEPTIN	GO0006915
REACTOME SUMOYLATION OF IMMUNE RESPONSE PROTEINS	GO0006915
REACTOME OPIOID SIGNALLING	GO0006915
Hippo Yap signaling pathway WikiPathways 20190910 WP4537 Homo sapiens	GO0006915
REACTOME DOWNREGULATION OF SMAD2 3 SMAD4 TRANSCRIPTIONAL ACTIVITY	GO0006915
REACTOME FRS MEDIATED FGFR1 SIGNALING	GO0006915
REACTOME SHC MEDIATED CASCADE FGFR2	GO0006915
REACTOME G PROTEIN BETA GAMMA SIGNALLING	GO0006915
REACTOME SMAD2 SMAD3 SMAD4 HETEROTRIMER REGULATES TRANSCRIPTION	GO0006915
REACTOME REGULATION OF INNATE IMMUNE RESPONSES TO CYTOSOLIC DNA	GO0006915
Overview of nanoparticle effects WikiPathways 20190910 WP3287 Homo sapiens	GO0006915
REACTOME OTHER SEMAPHORIN INTERACTIONS	GO0006915
Simplified Depiction of MYD88 Distinct Input Output Pathway WikiPathways 20190910 WP3877 Homo sapiens	GO0006915
REACTOME DEGRADATION OF BETA CATENIN BY THE DESTRUCTION COMPLEX	GO0006915
Initiation of transcription and translation elongation at the HIV 1 LTR WikiPathways 20190910 WP3414 Homo sapiens	GO0006915
REACTOME REGULATION OF BETA CELL DEVELOPMENT	GO0006915
Notch Signaling WikiPathways 20190910 WP268 Homo sapiens	GO0006915
KEGG GAP JUNCTION	GO0006915
REACTOME SIGNALING BY ROBO RECEPTORS	GO0006915
REACTOME FORMATION OF TC NER PRE INCISION COMPLEX	GO0006915
Nanoparticle triggered autophagic cell death WikiPathways 20190910 WP2509 Homo sapiens	GO0006915
REACTOME GENE AND PROTEIN EXPRESSION BY JAK STAT SIGNALING AFTER INTERLEUKIN 12 STIMULATION	GO0006915
REACTOME CHEMOKINE RECEPTORS BIND CHEMOKINES	GO0006915
REACTOME SIGNALING BY FGFR2 IN DISEASE	GO0006915
REACTOME CELLULAR RESPONSE TO HYPOXIA	GO0006915
IL 10 Anti inflammatory Signaling Pathway  WikiPathways 20190910 WP4495 Homo sapiens	GO0006915
REACTOME JOSEPHIN DOMAIN DUBS	GO0006915
REACTOME NF KB ACTIVATION THROUGH FADD RIP 1 PATHWAY MEDIATED BY CASPASE 8 AND 10	GO0006915
TFs Regulate miRNAs related to cardiac hypertrophy WikiPathways 20190910 WP1559 Homo sapiens	GO0006915
REACTOME FRS MEDIATED FGFR3 SIGNALING	GO0006915
REACTOME LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS	GO0006915
REACTOME NOTCH4 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION	GO0006915
REACTOME RAS ACTIVATION UPON CA2PLUS INFLUX THROUGH NMDA RECEPTOR	GO0006915
Serotonin Receptor 2 and ELK SRF GATA4 signaling WikiPathways 20190910 WP732 Homo sapiens	GO0006915
REACTOME DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR BCR	GO0006915
REACTOME MYOGENESIS	GO0006915
H19 action Rb E2F1 signaling and CDK Beta catenin activity WikiPathways 20190910 WP3969 Homo sapiens	GO0006915
Hedgehog Signaling Pathway WikiPathways 20190910 WP47 Homo sapiens	GO0006915
NAD  metabolism WikiPathways 20190910 WP3644 Homo sapiens	GO0006915
REACTOME INTERLEUKIN 7 SIGNALING	GO0006915
REACTOME INTERFERON GAMMA SIGNALING	GO0006915
REACTOME PLATELET AGGREGATION PLUG FORMATION	GO0006915
REACTOME FRS MEDIATED FGFR2 SIGNALING	GO0006915
Prader Willi and Angelman Syndrome WikiPathways 20190910 WP3998 Homo sapiens	GO0006915
REACTOME PI 3K CASCADE FGFR1	GO0006915
KEGG REGULATION OF AUTOPHAGY	GO0006915
REACTOME CA2PLUS PATHWAY	GO0006915
REACTOME IL 6 TYPE CYTOKINE RECEPTOR LIGAND INTERACTIONS	GO0006915
REACTOME PLATELET SENSITIZATION BY LDL	GO0006915
Estrogen Receptor Pathway WikiPathways 20190910 WP2881 Homo sapiens	GO0006915
REACTOME ADVANCED GLYCOSYLATION ENDPRODUCT RECEPTOR SIGNALING	GO0006915
REACTOME ACTIVATION OF NF KAPPAB IN B CELLS	GO0006915
REACTOME TRANSCRIPTIONAL REGULATION OF WHITE ADIPOCYTE DIFFERENTIATION	GO0006915
REACTOME INTERLEUKIN 20 FAMILY SIGNALING	GO0006915
REACTOME RESOLUTION OF D LOOP STRUCTURES THROUGH SYNTHESIS DEPENDENT STRAND ANNEALING SDSA	GO0006915
REACTOME WNT LIGAND BIOGENESIS AND TRAFFICKING	GO0006915
Signal Transduction of S1P Receptor WikiPathways 20190910 WP26 Homo sapiens	GO0006915
REACTOME REGULATION OF RUNX2 EXPRESSION AND ACTIVITY	GO0006915
REACTOME PERK REGULATES GENE EXPRESSION	GO0006915
KEGG GRAFT VERSUS HOST DISEASE	GO0006915
REACTOME DUAL INCISION IN GG NER	GO0006915
REACTOME CYCLIN A CDK2 ASSOCIATED EVENTS AT S PHASE ENTRY	GO0006915
REACTOME MTORC1 MEDIATED SIGNALLING	GO0006915
KEGG VASCULAR SMOOTH MUSCLE CONTRACTION	GO0006915
Genotoxicity pathway WikiPathways 20190910 WP4286 Homo sapiens	GO0006915
REACTOME G0 AND EARLY G1	GO0006915
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	GO0006954
